"Year","Household food security status","Geography","Economic family type","Sex","Age group","Visible minority","Indigenous population","GeoCode","Value"
"2018","Food insecure, moderate or severe","Newfoundland and Labrador","Elderly persons not in an economic family","Male",,,,10,14.3
"2018","Food secure","Newfoundland and Labrador","Elderly persons not in an economic family","Female",,,,10,86
"2018","Food insecure","Newfoundland and Labrador","Elderly persons not in an economic family","Female",,,,10,14
"2018","Food insecure, moderate or severe","Newfoundland and Labrador","Elderly persons not in an economic family","Female",,,,10,11
"2018","Food insecure, moderate","Newfoundland and Labrador","Elderly persons not in an economic family","Female",,,,10,7.9
"2018","Food secure","Newfoundland and Labrador","Non-elderly persons not in an economic family","Both sexes",,,,10,73.9
"2018","Food insecure","Newfoundland and Labrador","Non-elderly persons not in an economic family","Both sexes",,,,10,26.1
"2018","Food insecure, marginal","Newfoundland and Labrador","Non-elderly persons not in an economic family","Both sexes",,,,10,4
"2018","Food insecure, moderate or severe","Newfoundland and Labrador","Non-elderly persons not in an economic family","Both sexes",,,,10,22.1
"2018","Food insecure, moderate","Newfoundland and Labrador","Non-elderly persons not in an economic family","Both sexes",,,,10,13
"2018","Food insecure, severe","Newfoundland and Labrador","Non-elderly persons not in an economic family","Both sexes",,,,10,9.1
"2018","Food secure","Newfoundland and Labrador","Non-elderly persons not in an economic family","Male",,,,10,77.6
"2018","Food insecure","Newfoundland and Labrador","Non-elderly persons not in an economic family","Male",,,,10,22.4
"2018","Food insecure, moderate or severe","Newfoundland and Labrador","Non-elderly persons not in an economic family","Male",,,,10,19
"2018","Food insecure, moderate","Newfoundland and Labrador","Non-elderly persons not in an economic family","Male",,,,10,11.8
"2018","Food insecure, severe","Newfoundland and Labrador","Non-elderly persons not in an economic family","Male",,,,10,7.2
"2018","Food secure","Newfoundland and Labrador","Non-elderly persons not in an economic family","Female",,,,10,68.5
"2018","Food insecure","Newfoundland and Labrador","Non-elderly persons not in an economic family","Female",,,,10,31.5
"2018","Food insecure, moderate or severe","Newfoundland and Labrador","Non-elderly persons not in an economic family","Female",,,,10,26.5
"2018","Food insecure, moderate","Newfoundland and Labrador","Non-elderly persons not in an economic family","Female",,,,10,14.7
"2018","Food insecure, severe","Newfoundland and Labrador","Non-elderly persons not in an economic family","Female",,,,10,11.8
"2018","Food secure","Prince Edward Island","All persons","Both sexes",,,,11,82.7
"2018","Food insecure","Prince Edward Island","All persons","Both sexes",,,,11,17.3
"2018","Food insecure, marginal","Prince Edward Island","All persons","Both sexes",,,,11,5
"2018","Food insecure, moderate or severe","Prince Edward Island","All persons","Both sexes",,,,11,12.3
"2018","Food insecure, moderate","Prince Edward Island","All persons","Both sexes",,,,11,7.4
"2018","Food insecure, severe","Prince Edward Island","All persons","Both sexes",,,,11,4.9
"2018","Food secure","Prince Edward Island","Persons in economic families","Both sexes",,,,11,83.6
"2018","Food insecure","Prince Edward Island","Persons in economic families","Both sexes",,,,11,16.4
"2018","Food insecure, marginal","Prince Edward Island","Persons in economic families","Both sexes",,,,11,4.7
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons in economic families","Both sexes",,,,11,11.7
"2018","Food insecure, moderate","Prince Edward Island","Persons in economic families","Both sexes",,,,11,7.6
"2018","Food insecure, severe","Prince Edward Island","Persons in economic families","Both sexes",,,,11,4.1
"2018","Food secure","Prince Edward Island","Persons in elderly families","Both sexes",,,,11,92.9
"2018","Food secure","Prince Edward Island","Persons in elderly couples","Both sexes",,,,11,97.7
"2018","Food secure","Prince Edward Island","Persons in other elderly families","Both sexes",,,,11,82.5
"2018","Food secure","Prince Edward Island","Persons in non-elderly families","Both sexes",,,,11,81.7
"2018","Food insecure","Prince Edward Island","Persons in non-elderly families","Both sexes",,,,11,18.3
"2018","Food insecure, marginal","Prince Edward Island","Persons in non-elderly families","Both sexes",,,,11,5
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons in non-elderly families","Both sexes",,,,11,13.3
"2018","Food insecure, moderate","Prince Edward Island","Persons in non-elderly families","Both sexes",,,,11,8.8
"2018","Food insecure, severe","Prince Edward Island","Persons in non-elderly families","Both sexes",,,,11,4.5
"2018","Food secure","Prince Edward Island","Persons in couples","Both sexes",,,,11,87.1
"2018","Food insecure","Prince Edward Island","Persons in couples","Both sexes",,,,11,12.9
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons in couples","Both sexes",,,,11,11.1
"2018","Food insecure, moderate","Prince Edward Island","Persons in couples","Both sexes",,,,11,6.8
"2018","Food insecure, severe","Prince Edward Island","Persons in couples","Both sexes",,,,11,4.3
"2018","Food secure","Prince Edward Island","Persons in couple families with children","Both sexes",,,,11,83.1
"2018","Food insecure","Prince Edward Island","Persons in couple families with children","Both sexes",,,,11,16.9
"2018","Food insecure, marginal","Prince Edward Island","Persons in couple families with children","Both sexes",,,,11,5.3
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons in couple families with children","Both sexes",,,,11,11.6
"2018","Food insecure, moderate","Prince Edward Island","Persons in couple families with children","Both sexes",,,,11,7.3
"2018","Food secure","Prince Edward Island","Persons in couple families with other relatives","Both sexes",,,,11,92.8
"2018","Food secure","Prince Edward Island","Persons in lone-parent families","Both sexes",,,,11,48.6
"2018","Food insecure","Prince Edward Island","Persons in lone-parent families","Both sexes",,,,11,51.4
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons in lone-parent families","Both sexes",,,,11,34.5
"2018","Food insecure, moderate","Prince Edward Island","Persons in lone-parent families","Both sexes",,,,11,21.9
"2018","Food secure","Prince Edward Island","Persons in lone-parent families","Female",,,,11,47.3
"2018","Food insecure","Prince Edward Island","Persons in lone-parent families","Female",,,,11,52.7
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons in lone-parent families","Female",,,,11,33.8
"2018","Food secure","Prince Edward Island","Persons in other non-elderly families","Both sexes",,,,11,73.7
"2018","Food insecure","Prince Edward Island","Persons in other non-elderly families","Both sexes",,,,11,26.3
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons in other non-elderly families","Both sexes",,,,11,19.5
"2018","Food insecure, moderate","Prince Edward Island","Persons in other non-elderly families","Both sexes",,,,11,13.8
"2018","Food secure","Prince Edward Island","Persons not in an economic family","Both sexes",,,,11,78.4
"2018","Food insecure","Prince Edward Island","Persons not in an economic family","Both sexes",,,,11,21.6
"2018","Food insecure, marginal","Prince Edward Island","Persons not in an economic family","Both sexes",,,,11,6.1
"2018","Food insecure, moderate or severe","Prince Edward Island","Persons not in an economic family","Both sexes",,,,11,15.5
"2018","Food insecure, moderate","Prince Edward Island","Persons not in an economic family","Both sexes",,,,11,6.4
"2018","Food insecure, severe","Prince Edward Island","Persons not in an economic family","Both sexes",,,,11,9.2
"2018","Food secure","Prince Edward Island","Elderly persons not in an economic family","Both sexes",,,,11,85.7
"2018","Food insecure","Prince Edward Island","Elderly persons not in an economic family","Both sexes",,,,11,14.3
"2018","Food insecure, marginal","Prince Edward Island","Elderly persons not in an economic family","Both sexes",,,,11,6.9
"2018","Food insecure, moderate or severe","Prince Edward Island","Elderly persons not in an economic family","Both sexes",,,,11,7.4
"2018","Food secure","Prince Edward Island","Elderly persons not in an economic family","Male",,,,11,81
"2018","Food insecure","Prince Edward Island","Elderly persons not in an economic family","Male",,,,11,19
"2018","Food secure","Prince Edward Island","Elderly persons not in an economic family","Female",,,,11,88
"2018","Food insecure","Prince Edward Island","Elderly persons not in an economic family","Female",,,,11,12
"2018","Food secure","Prince Edward Island","Non-elderly persons not in an economic family","Both sexes",,,,11,74.3
"2018","Food insecure","Prince Edward Island","Non-elderly persons not in an economic family","Both sexes",,,,11,25.7
"2018","Food insecure, marginal","Prince Edward Island","Non-elderly persons not in an economic family","Both sexes",,,,11,5.7
"2018","Food insecure, moderate or severe","Prince Edward Island","Non-elderly persons not in an economic family","Both sexes",,,,11,20
"2018","Food insecure, moderate","Prince Edward Island","Non-elderly persons not in an economic family","Both sexes",,,,11,8.5
"2018","Food insecure, severe","Prince Edward Island","Non-elderly persons not in an economic family","Both sexes",,,,11,11.5
"2018","Food secure","Prince Edward Island","Non-elderly persons not in an economic family","Male",,,,11,74.1
"2018","Food insecure","Prince Edward Island","Non-elderly persons not in an economic family","Male",,,,11,25.9
"2018","Food insecure, moderate or severe","Prince Edward Island","Non-elderly persons not in an economic family","Male",,,,11,21.6
"2018","Food insecure, moderate","Prince Edward Island","Non-elderly persons not in an economic family","Male",,,,11,9.6
"2018","Food insecure, severe","Prince Edward Island","Non-elderly persons not in an economic family","Male",,,,11,12
"2018","Food secure","Prince Edward Island","Non-elderly persons not in an economic family","Female",,,,11,74.5
"2018","Food insecure","Prince Edward Island","Non-elderly persons not in an economic family","Female",,,,11,25.5
"2018","Food insecure, moderate or severe","Prince Edward Island","Non-elderly persons not in an economic family","Female",,,,11,17.9
"2018","Food insecure, severe","Prince Edward Island","Non-elderly persons not in an economic family","Female",,,,11,10.9
"2018","Food secure","Nova Scotia","All persons","Both sexes",,,,12,79.1
"2018","Food insecure","Nova Scotia","All persons","Both sexes",,,,12,20.9
"2018","Food insecure, marginal","Nova Scotia","All persons","Both sexes",,,,12,5.4
"2018","Food insecure, moderate or severe","Nova Scotia","All persons","Both sexes",,,,12,15.5
"2018","Food insecure, moderate","Nova Scotia","All persons","Both sexes",,,,12,9.6
"2018","Food insecure, severe","Nova Scotia","All persons","Both sexes",,,,12,5.9
"2018","Food secure","Nova Scotia","Persons in economic families","Both sexes",,,,12,79.8
"2018","Food insecure","Nova Scotia","Persons in economic families","Both sexes",,,,12,20.2
"2018","Food insecure, marginal","Nova Scotia","Persons in economic families","Both sexes",,,,12,5.3
"2018","Food insecure, moderate or severe","Nova Scotia","Persons in economic families","Both sexes",,,,12,14.9
"2018","Food insecure, moderate","Nova Scotia","Persons in economic families","Both sexes",,,,12,10
"2018","Food insecure, severe","Nova Scotia","Persons in economic families","Both sexes",,,,12,4.9
"2018","Food secure","Nova Scotia","Persons in elderly families","Both sexes",,,,12,91.9
"2018","Food insecure","Nova Scotia","Persons in elderly families","Both sexes",,,,12,8.1
"2018","Food insecure, marginal","Nova Scotia","Persons in elderly families","Both sexes",,,,12,3.7
"2018","Food insecure, moderate or severe","Nova Scotia","Persons in elderly families","Both sexes",,,,12,4.3
"2018","Food secure","Nova Scotia","Persons in elderly couples","Both sexes",,,,12,93.9
"2018","Food insecure","Nova Scotia","Persons in elderly couples","Both sexes",,,,12,6.1
"2018","Food insecure, marginal","Nova Scotia","Persons in elderly couples","Both sexes",,,,12,2.7
"2018","Food insecure, moderate or severe","Nova Scotia","Persons in elderly couples","Both sexes",,,,12,3.4
