"Year","Geography","Educational attainment level","Age group","Sex","GeoCode","Value"
2015,"New Brunswick","Tertiary education","45 to 54 years","Male",13,43
2015,"New Brunswick","Tertiary education","45 to 54 years","Female",13,50
2015,"New Brunswick","Tertiary education","55 to 64 years","Both sexes",13,37
2015,"New Brunswick","Tertiary education","55 to 64 years","Male",13,33
2015,"New Brunswick","Tertiary education","55 to 64 years","Female",13,41
2015,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Both sexes",24,4
2015,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Male",24,4
2015,"Quebec","Pre-primary and primary","Total, 25 to 64 years","Female",24,4
2015,"Quebec","Pre-primary and primary","25 to 34 years","Both sexes",24,3
2015,"Quebec","Pre-primary and primary","25 to 34 years","Male",24,3
2015,"Quebec","Pre-primary and primary","25 to 34 years","Female",24,2
2015,"Quebec","Pre-primary and primary","30 to 34 years","Both sexes",24,3
2015,"Quebec","Pre-primary and primary","30 to 34 years","Male",24,3
2015,"Quebec","Pre-primary and primary","30 to 34 years","Female",24,2
2015,"Quebec","Pre-primary and primary","35 to 44 years","Both sexes",24,2
2015,"Quebec","Pre-primary and primary","35 to 44 years","Male",24,2
2015,"Quebec","Pre-primary and primary","35 to 44 years","Female",24,2
2015,"Quebec","Pre-primary and primary","45 to 54 years","Both sexes",24,3
2015,"Quebec","Pre-primary and primary","45 to 54 years","Male",24,4
2015,"Quebec","Pre-primary and primary","45 to 54 years","Female",24,3
2015,"Quebec","Pre-primary and primary","55 to 64 years","Both sexes",24,7
2015,"Quebec","Pre-primary and primary","55 to 64 years","Male",24,7
2015,"Quebec","Pre-primary and primary","55 to 64 years","Female",24,7
2015,"Quebec","Lower secondary","Total, 25 to 64 years","Both sexes",24,8
2015,"Quebec","Lower secondary","Total, 25 to 64 years","Male",24,10
2015,"Quebec","Lower secondary","Total, 25 to 64 years","Female",24,7
2015,"Quebec","Lower secondary","25 to 34 years","Both sexes",24,7
2015,"Quebec","Lower secondary","25 to 34 years","Male",24,9
2015,"Quebec","Lower secondary","25 to 34 years","Female",24,5
2015,"Quebec","Lower secondary","30 to 34 years","Both sexes",24,6
2015,"Quebec","Lower secondary","30 to 34 years","Male",24,8
2015,"Quebec","Lower secondary","30 to 34 years","Female",24,4
2015,"Quebec","Lower secondary","35 to 44 years","Both sexes",24,6
2015,"Quebec","Lower secondary","35 to 44 years","Male",24,6
2015,"Quebec","Lower secondary","35 to 44 years","Female",24,5
2015,"Quebec","Lower secondary","45 to 54 years","Both sexes",24,8
2015,"Quebec","Lower secondary","45 to 54 years","Male",24,10
2015,"Quebec","Lower secondary","45 to 54 years","Female",24,7
2015,"Quebec","Lower secondary","55 to 64 years","Both sexes",24,13
2015,"Quebec","Lower secondary","55 to 64 years","Male",24,13
2015,"Quebec","Lower secondary","55 to 64 years","Female",24,12
2015,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",24,37
2015,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",24,41
2015,"Quebec","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",24,33
2015,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",24,35
2015,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",24,44
2015,"Quebec","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",24,27
2015,"Quebec","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",24,34
2015,"Quebec","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",24,42
2015,"Quebec","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",24,26
2015,"Quebec","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",24,32
2015,"Quebec","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",24,36
2015,"Quebec","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",24,27
2015,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",24,39
2015,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",24,41
2015,"Quebec","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",24,37
2015,"Quebec","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",24,40
2015,"Quebec","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",24,42
2015,"Quebec","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",24,39
2015,"Quebec","Tertiary education","Total, 25 to 64 years","Both sexes",24,51
2015,"Quebec","Tertiary education","Total, 25 to 64 years","Male",24,46
2015,"Quebec","Tertiary education","Total, 25 to 64 years","Female",24,56
2015,"Quebec","Tertiary education","25 to 34 years","Both sexes",24,55
2015,"Quebec","Tertiary education","25 to 34 years","Male",24,45
2015,"Quebec","Tertiary education","25 to 34 years","Female",24,66
2015,"Quebec","Tertiary education","30 to 34 years","Both sexes",24,57
2015,"Quebec","Tertiary education","30 to 34 years","Male",24,47
2015,"Quebec","Tertiary education","30 to 34 years","Female",24,68
2015,"Quebec","Tertiary education","35 to 44 years","Both sexes",24,60
2015,"Quebec","Tertiary education","35 to 44 years","Male",24,55
2015,"Quebec","Tertiary education","35 to 44 years","Female",24,66
2015,"Quebec","Tertiary education","45 to 54 years","Both sexes",24,49
2015,"Quebec","Tertiary education","45 to 54 years","Male",24,45
2015,"Quebec","Tertiary education","45 to 54 years","Female",24,54
2015,"Quebec","Tertiary education","55 to 64 years","Both sexes",24,40
2015,"Quebec","Tertiary education","55 to 64 years","Male",24,39
2015,"Quebec","Tertiary education","55 to 64 years","Female",24,41
2015,"Ontario","Pre-primary and primary","Total, 25 to 64 years","Both sexes",35,2
2015,"Ontario","Pre-primary and primary","Total, 25 to 64 years","Male",35,2
2015,"Ontario","Pre-primary and primary","Total, 25 to 64 years","Female",35,2
2015,"Ontario","Pre-primary and primary","25 to 34 years","Both sexes",35,1
2015,"Ontario","Pre-primary and primary","25 to 34 years","Male",35,1
2015,"Ontario","Pre-primary and primary","25 to 34 years","Female",35,1
2015,"Ontario","Pre-primary and primary","30 to 34 years","Both sexes",35,1
2015,"Ontario","Pre-primary and primary","30 to 34 years","Male",35,1
2015,"Ontario","Pre-primary and primary","30 to 34 years","Female",35,1
2015,"Ontario","Pre-primary and primary","35 to 44 years","Both sexes",35,1
2015,"Ontario","Pre-primary and primary","35 to 44 years","Male",35,1
2015,"Ontario","Pre-primary and primary","35 to 44 years","Female",35,1
2015,"Ontario","Pre-primary and primary","45 to 54 years","Both sexes",35,2
2015,"Ontario","Pre-primary and primary","45 to 54 years","Male",35,2
2015,"Ontario","Pre-primary and primary","45 to 54 years","Female",35,2
2015,"Ontario","Pre-primary and primary","55 to 64 years","Both sexes",35,4
2015,"Ontario","Pre-primary and primary","55 to 64 years","Male",35,4
2015,"Ontario","Pre-primary and primary","55 to 64 years","Female",35,4
2015,"Ontario","Lower secondary","Total, 25 to 64 years","Both sexes",35,6
2015,"Ontario","Lower secondary","Total, 25 to 64 years","Male",35,7
2015,"Ontario","Lower secondary","Total, 25 to 64 years","Female",35,5
2015,"Ontario","Lower secondary","25 to 34 years","Both sexes",35,4
2015,"Ontario","Lower secondary","25 to 34 years","Male",35,5
2015,"Ontario","Lower secondary","25 to 34 years","Female",35,4
2015,"Ontario","Lower secondary","30 to 34 years","Both sexes",35,4
2015,"Ontario","Lower secondary","30 to 34 years","Male",35,5
2015,"Ontario","Lower secondary","30 to 34 years","Female",35,3
2015,"Ontario","Lower secondary","35 to 44 years","Both sexes",35,5
2015,"Ontario","Lower secondary","35 to 44 years","Male",35,5
2015,"Ontario","Lower secondary","35 to 44 years","Female",35,4
2015,"Ontario","Lower secondary","45 to 54 years","Both sexes",35,7
2015,"Ontario","Lower secondary","45 to 54 years","Male",35,8
2015,"Ontario","Lower secondary","45 to 54 years","Female",35,6
2015,"Ontario","Lower secondary","55 to 64 years","Both sexes",35,9
2015,"Ontario","Lower secondary","55 to 64 years","Male",35,11
2015,"Ontario","Lower secondary","55 to 64 years","Female",35,8
2015,"Ontario","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",35,30
2015,"Ontario","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",35,34
2015,"Ontario","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",35,27
2015,"Ontario","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",35,27
2015,"Ontario","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",35,33
2015,"Ontario","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",35,22
2015,"Ontario","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",35,26
2015,"Ontario","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",35,31
2015,"Ontario","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",35,22
2015,"Ontario","Upper secondary and post-secondary non-tertiary","35 to 44 years","Both sexes",35,26
2015,"Ontario","Upper secondary and post-secondary non-tertiary","35 to 44 years","Male",35,32
2015,"Ontario","Upper secondary and post-secondary non-tertiary","35 to 44 years","Female",35,21
2015,"Ontario","Upper secondary and post-secondary non-tertiary","45 to 54 years","Both sexes",35,32
2015,"Ontario","Upper secondary and post-secondary non-tertiary","45 to 54 years","Male",35,34
2015,"Ontario","Upper secondary and post-secondary non-tertiary","45 to 54 years","Female",35,30
2015,"Ontario","Upper secondary and post-secondary non-tertiary","55 to 64 years","Both sexes",35,34
2015,"Ontario","Upper secondary and post-secondary non-tertiary","55 to 64 years","Male",35,36
2015,"Ontario","Upper secondary and post-secondary non-tertiary","55 to 64 years","Female",35,33
2015,"Ontario","Tertiary education","Total, 25 to 64 years","Both sexes",35,62
2015,"Ontario","Tertiary education","Total, 25 to 64 years","Male",35,57
2015,"Ontario","Tertiary education","Total, 25 to 64 years","Female",35,66
2015,"Ontario","Tertiary education","25 to 34 years","Both sexes",35,67
2015,"Ontario","Tertiary education","25 to 34 years","Male",35,61
2015,"Ontario","Tertiary education","25 to 34 years","Female",35,74
2015,"Ontario","Tertiary education","30 to 34 years","Both sexes",35,69
2015,"Ontario","Tertiary education","30 to 34 years","Male",35,63
2015,"Ontario","Tertiary education","30 to 34 years","Female",35,74
2015,"Ontario","Tertiary education","35 to 44 years","Both sexes",35,68
2015,"Ontario","Tertiary education","35 to 44 years","Male",35,62
2015,"Ontario","Tertiary education","35 to 44 years","Female",35,73
2015,"Ontario","Tertiary education","45 to 54 years","Both sexes",35,59
2015,"Ontario","Tertiary education","45 to 54 years","Male",35,56
2015,"Ontario","Tertiary education","45 to 54 years","Female",35,63
2015,"Ontario","Tertiary education","55 to 64 years","Both sexes",35,52
2015,"Ontario","Tertiary education","55 to 64 years","Male",35,50
2015,"Ontario","Tertiary education","55 to 64 years","Female",35,54
2015,"Manitoba","Pre-primary and primary","Total, 25 to 64 years","Both sexes",46,2
2015,"Manitoba","Pre-primary and primary","Total, 25 to 64 years","Male",46,3
2015,"Manitoba","Pre-primary and primary","Total, 25 to 64 years","Female",46,2
2015,"Manitoba","Pre-primary and primary","25 to 34 years","Both sexes",46,1
2015,"Manitoba","Pre-primary and primary","25 to 34 years","Male",46,1
2015,"Manitoba","Pre-primary and primary","25 to 34 years","Female",46,1
2015,"Manitoba","Pre-primary and primary","30 to 34 years","Both sexes",46,1
2015,"Manitoba","Pre-primary and primary","30 to 34 years","Male",46,1
2015,"Manitoba","Pre-primary and primary","30 to 34 years","Female",46,2
2015,"Manitoba","Pre-primary and primary","35 to 44 years","Both sexes",46,2
2015,"Manitoba","Pre-primary and primary","35 to 44 years","Male",46,2
2015,"Manitoba","Pre-primary and primary","35 to 44 years","Female",46,1
2015,"Manitoba","Pre-primary and primary","45 to 54 years","Both sexes",46,3
2015,"Manitoba","Pre-primary and primary","45 to 54 years","Male",46,3
2015,"Manitoba","Pre-primary and primary","45 to 54 years","Female",46,2
2015,"Manitoba","Pre-primary and primary","55 to 64 years","Both sexes",46,4
2015,"Manitoba","Pre-primary and primary","55 to 64 years","Male",46,4
2015,"Manitoba","Pre-primary and primary","55 to 64 years","Female",46,3
2015,"Manitoba","Lower secondary","Total, 25 to 64 years","Both sexes",46,9
2015,"Manitoba","Lower secondary","Total, 25 to 64 years","Male",46,11
2015,"Manitoba","Lower secondary","Total, 25 to 64 years","Female",46,7
2015,"Manitoba","Lower secondary","25 to 34 years","Both sexes",46,6
2015,"Manitoba","Lower secondary","25 to 34 years","Male",46,7
2015,"Manitoba","Lower secondary","25 to 34 years","Female",46,5
2015,"Manitoba","Lower secondary","30 to 34 years","Both sexes",46,6
2015,"Manitoba","Lower secondary","30 to 34 years","Male",46,6
2015,"Manitoba","Lower secondary","30 to 34 years","Female",46,5
2015,"Manitoba","Lower secondary","35 to 44 years","Both sexes",46,8
2015,"Manitoba","Lower secondary","35 to 44 years","Male",46,9
2015,"Manitoba","Lower secondary","35 to 44 years","Female",46,6
2015,"Manitoba","Lower secondary","45 to 54 years","Both sexes",46,9
2015,"Manitoba","Lower secondary","45 to 54 years","Male",46,11
2015,"Manitoba","Lower secondary","45 to 54 years","Female",46,8
2015,"Manitoba","Lower secondary","55 to 64 years","Both sexes",46,12
2015,"Manitoba","Lower secondary","55 to 64 years","Male",46,16
2015,"Manitoba","Lower secondary","55 to 64 years","Female",46,9
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Both sexes",46,39
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Male",46,44
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","Total, 25 to 64 years","Female",46,34
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","25 to 34 years","Both sexes",46,41
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","25 to 34 years","Male",46,50
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","25 to 34 years","Female",46,31
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","30 to 34 years","Both sexes",46,38
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","30 to 34 years","Male",46,48
2015,"Manitoba","Upper secondary and post-secondary non-tertiary","30 to 34 years","Female",46,28
