"Year","Series","Data categories","Elements","Pillar","Value"
2017,"Open Data Inventory (ODIN)","Energy use","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Pollution","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Built environment","Terms of use",,50
2017,"Open Data Inventory (ODIN)","Environment subscore","Terms of use",,50
2017,"Open Data Inventory (ODIN)","All categories","Terms of use",,48.1
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Education facilities","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Education outcomes","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Health facilities","Terms of use",,0
2018,"Open Data Inventory (ODIN)","Health outcomes","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Reproductive health","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Gender statistics","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Crime and justice","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Poverty and income","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Terms of use",,44.4
2018,"Open Data Inventory (ODIN)","National accounts","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Labor","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Price indexes","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Government finance","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Money and banking","Terms of use",,50
2018,"Open Data Inventory (ODIN)","International trade","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Balance of payments","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Resource use","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Energy use","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Pollution","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Built environment","Terms of use",,50
2018,"Open Data Inventory (ODIN)","Environment subscore","Terms of use",,50
2018,"Open Data Inventory (ODIN)","All categories","Terms of use",,48.1
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Education facilities","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Education outcomes","Terms of use",,0
2020,"Open Data Inventory (ODIN)","Health facilities","Terms of use",,0
2020,"Open Data Inventory (ODIN)","Health outcomes","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Reproductive health","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Gender statistics","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Crime and justice","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Poverty and income","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Terms of use",,40
2020,"Open Data Inventory (ODIN)","National accounts","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Labor","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Price indexes","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Government finance","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Money and banking","Terms of use",,50
2020,"Open Data Inventory (ODIN)","International trade","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Balance of payments","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Resource use","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Energy use","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Pollution","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Built environment","Terms of use",,50
2020,"Open Data Inventory (ODIN)","Environment subscore","Terms of use",,50
2020,"Open Data Inventory (ODIN)","All categories","Terms of use",,46.7
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Education facilities","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Education outcomes","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Health facilities","Terms of use",,0
2022,"Open Data Inventory (ODIN)","Health outcomes","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Reproductive health","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Gender statistics","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Crime and justice","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Poverty and income","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Terms of use",,45
2022,"Open Data Inventory (ODIN)","National accounts","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Labor","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Price indexes","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Government finance","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Money and banking","Terms of use",,50
2022,"Open Data Inventory (ODIN)","International trade","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Balance of payments","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Resource use","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Energy use","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Pollution","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Built environment","Terms of use",,50
2022,"Open Data Inventory (ODIN)","Environment subscore","Terms of use",,50
2022,"Open Data Inventory (ODIN)","All categories","Terms of use",,48.3
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Education facilities","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Education outcomes","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Health facilities","Terms of use",,0
2024,"Open Data Inventory (ODIN)","Health outcomes","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Reproductive health","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Gender statistics","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Crime and justice","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Poverty and income","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Terms of use",,45
2024,"Open Data Inventory (ODIN)","National accounts","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Labor","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Price indexes","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Government finance","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Money and banking","Terms of use",,50
2024,"Open Data Inventory (ODIN)","International trade","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Balance of payments","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Resource use","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Energy use","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Pollution","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Built environment","Terms of use",,50
2024,"Open Data Inventory (ODIN)","Environment subscore","Terms of use",,50
2024,"Open Data Inventory (ODIN)","All categories","Terms of use",,48.3
2016,"Open Data Inventory (ODIN)","Population and vital statistics","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Education facilities","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Education outcomes","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Health facilities","Openness subscore",,40
2016,"Open Data Inventory (ODIN)","Health outcomes","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Reproductive health","Openness subscore",,80
2016,"Open Data Inventory (ODIN)","Gender statistics","Openness subscore",,70
2016,"Open Data Inventory (ODIN)","Poverty and income","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Openness subscore",,80
2016,"Open Data Inventory (ODIN)","National accounts","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Labor","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Price indexes","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Government finance","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Money and banking","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","International trade","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Balance of payments","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Resource use","Openness subscore",,70
2016,"Open Data Inventory (ODIN)","Energy use","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Pollution","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Built environment","Openness subscore",,90
2016,"Open Data Inventory (ODIN)","Environment subscore","Openness subscore",,86
2016,"Open Data Inventory (ODIN)","All categories","Openness subscore",,85.3
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","Education facilities","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Education outcomes","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Health facilities","Openness subscore",,70
2017,"Open Data Inventory (ODIN)","Health outcomes","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Reproductive health","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","Gender statistics","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Crime and justice","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","Poverty and income","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Openness subscore",,83.3
2017,"Open Data Inventory (ODIN)","National accounts","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","Labor","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Price indexes","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","Government finance","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Money and banking","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","International trade","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Balance of payments","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Openness subscore",,85.7
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Resource use","Openness subscore",,80
2017,"Open Data Inventory (ODIN)","Energy use","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Pollution","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Built environment","Openness subscore",,90
2017,"Open Data Inventory (ODIN)","Environment subscore","Openness subscore",,88
2017,"Open Data Inventory (ODIN)","All categories","Openness subscore",,85.7
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Education facilities","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Education outcomes","Openness subscore",,70
2018,"Open Data Inventory (ODIN)","Health facilities","Openness subscore",,70
2018,"Open Data Inventory (ODIN)","Health outcomes","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Reproductive health","Openness subscore",,90
2018,"Open Data Inventory (ODIN)","Gender statistics","Openness subscore",,90
2018,"Open Data Inventory (ODIN)","Crime and justice","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Poverty and income","Openness subscore",,90
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Openness subscore",,81.1
2018,"Open Data Inventory (ODIN)","National accounts","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Labor","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Price indexes","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Government finance","Openness subscore",,90
2018,"Open Data Inventory (ODIN)","Money and banking","Openness subscore",,90
2018,"Open Data Inventory (ODIN)","International trade","Openness subscore",,90
2018,"Open Data Inventory (ODIN)","Balance of payments","Openness subscore",,90
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Openness subscore",,85.7
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Openness subscore",,60
2018,"Open Data Inventory (ODIN)","Resource use","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Energy use","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Pollution","Openness subscore",,60
2018,"Open Data Inventory (ODIN)","Built environment","Openness subscore",,80
2018,"Open Data Inventory (ODIN)","Environment subscore","Openness subscore",,72
2018,"Open Data Inventory (ODIN)","All categories","Openness subscore",,79.6
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Education facilities","Openness subscore",,80
2020,"Open Data Inventory (ODIN)","Education outcomes","Openness subscore",,50
2020,"Open Data Inventory (ODIN)","Health facilities","Openness subscore",,60
2020,"Open Data Inventory (ODIN)","Health outcomes","Openness subscore",,80
2020,"Open Data Inventory (ODIN)","Reproductive health","Openness subscore",,70
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Openness subscore",,80
2020,"Open Data Inventory (ODIN)","Gender statistics","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Crime and justice","Openness subscore",,80
2020,"Open Data Inventory (ODIN)","Poverty and income","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Openness subscore",,77
2020,"Open Data Inventory (ODIN)","National accounts","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Labor","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Price indexes","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Government finance","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Money and banking","Openness subscore",,80
2020,"Open Data Inventory (ODIN)","International trade","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Balance of payments","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Openness subscore",,88.6
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Openness subscore",,60
2020,"Open Data Inventory (ODIN)","Resource use","Openness subscore",,70
2020,"Open Data Inventory (ODIN)","Energy use","Openness subscore",,80
2020,"Open Data Inventory (ODIN)","Pollution","Openness subscore",,60
2020,"Open Data Inventory (ODIN)","Built environment","Openness subscore",,90
2020,"Open Data Inventory (ODIN)","Environment subscore","Openness subscore",,72
2020,"Open Data Inventory (ODIN)","All categories","Openness subscore",,79.2
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Education facilities","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Education outcomes","Openness subscore",,70
2022,"Open Data Inventory (ODIN)","Health facilities","Openness subscore",,60
2022,"Open Data Inventory (ODIN)","Health outcomes","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Reproductive health","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Gender statistics","Openness subscore",,70
2022,"Open Data Inventory (ODIN)","Crime and justice","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Poverty and income","Openness subscore",,90
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Openness subscore",,77
2022,"Open Data Inventory (ODIN)","National accounts","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Labor","Openness subscore",,90
2022,"Open Data Inventory (ODIN)","Price indexes","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Government finance","Openness subscore",,90
2022,"Open Data Inventory (ODIN)","Money and banking","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","International trade","Openness subscore",,90
2022,"Open Data Inventory (ODIN)","Balance of payments","Openness subscore",,90
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Openness subscore",,85.7
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Resource use","Openness subscore",,60
2022,"Open Data Inventory (ODIN)","Energy use","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Pollution","Openness subscore",,60
2022,"Open Data Inventory (ODIN)","Built environment","Openness subscore",,80
2022,"Open Data Inventory (ODIN)","Environment subscore","Openness subscore",,72
2022,"Open Data Inventory (ODIN)","All categories","Openness subscore",,78.2
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Openness subscore",,80
2024,"Open Data Inventory (ODIN)","Education facilities","Openness subscore",,80
2024,"Open Data Inventory (ODIN)","Education outcomes","Openness subscore",,70
2024,"Open Data Inventory (ODIN)","Health facilities","Openness subscore",,60
2024,"Open Data Inventory (ODIN)","Health outcomes","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Reproductive health","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Gender statistics","Openness subscore",,60
2024,"Open Data Inventory (ODIN)","Crime and justice","Openness subscore",,80
2024,"Open Data Inventory (ODIN)","Poverty and income","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Openness subscore",,79
2024,"Open Data Inventory (ODIN)","National accounts","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Labor","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Price indexes","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Government finance","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Money and banking","Openness subscore",,80
2024,"Open Data Inventory (ODIN)","International trade","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Balance of payments","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Openness subscore",,88.6
2024,"Open Data Inventory (ODIN)","Agriculture and land use","Openness subscore",,60
2024,"Open Data Inventory (ODIN)","Resource use","Openness subscore",,70
2024,"Open Data Inventory (ODIN)","Energy use","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Pollution","Openness subscore",,50
2024,"Open Data Inventory (ODIN)","Built environment","Openness subscore",,90
2024,"Open Data Inventory (ODIN)","Environment subscore","Openness subscore",,72
2024,"Open Data Inventory (ODIN)","All categories","Openness subscore",,79.9
2016,"Open Data Inventory (ODIN)","Population and vital statistics","Overall score",,85
2016,"Open Data Inventory (ODIN)","Education facilities","Overall score",,65
2016,"Open Data Inventory (ODIN)","Education outcomes","Overall score",,65
2016,"Open Data Inventory (ODIN)","Health facilities","Overall score",,35
2016,"Open Data Inventory (ODIN)","Health outcomes","Overall score",,95
2016,"Open Data Inventory (ODIN)","Reproductive health","Overall score",,65
2016,"Open Data Inventory (ODIN)","Gender statistics","Overall score",,60
2016,"Open Data Inventory (ODIN)","Poverty and income","Overall score",,85
2016,"Open Data Inventory (ODIN)","Social statistics subscore","Overall score",,69.4
2016,"Open Data Inventory (ODIN)","National accounts","Overall score",,94.4
2016,"Open Data Inventory (ODIN)","Labor","Overall score",,85
2016,"Open Data Inventory (ODIN)","Price indexes","Overall score",,70
2016,"Open Data Inventory (ODIN)","Government finance","Overall score",,94.4
2016,"Open Data Inventory (ODIN)","Money and banking","Overall score",,93.8
2016,"Open Data Inventory (ODIN)","International trade","Overall score",,93.8
2016,"Open Data Inventory (ODIN)","Balance of payments","Overall score",,93.8
2016,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Overall score",,88.7
2016,"Open Data Inventory (ODIN)","Agriculture and land use","Overall score",,80
2016,"Open Data Inventory (ODIN)","Resource use","Overall score",,60
2016,"Open Data Inventory (ODIN)","Energy use","Overall score",,75
2016,"Open Data Inventory (ODIN)","Pollution","Overall score",,60
2016,"Open Data Inventory (ODIN)","Built environment","Overall score",,65
2016,"Open Data Inventory (ODIN)","Environment subscore","Overall score",,68
2016,"Open Data Inventory (ODIN)",,,,74.8
2017,"Open Data Inventory (ODIN)","Population and vital statistics","Overall score",,85
2017,"Open Data Inventory (ODIN)","Education facilities","Overall score",,70
2017,"Open Data Inventory (ODIN)","Education outcomes","Overall score",,65
2017,"Open Data Inventory (ODIN)","Health facilities","Overall score",,70
2017,"Open Data Inventory (ODIN)","Health outcomes","Overall score",,75
2017,"Open Data Inventory (ODIN)","Reproductive health","Overall score",,65
2017,"Open Data Inventory (ODIN)","Gender statistics","Overall score",,65
2017,"Open Data Inventory (ODIN)","Crime and justice","Overall score",,60
2017,"Open Data Inventory (ODIN)","Poverty and income","Overall score",,85
2017,"Open Data Inventory (ODIN)","Social statistics subscore","Overall score",,71.1
2017,"Open Data Inventory (ODIN)","National accounts","Overall score",,83.3
2017,"Open Data Inventory (ODIN)","Labor","Overall score",,85
2017,"Open Data Inventory (ODIN)","Price indexes","Overall score",,80
2017,"Open Data Inventory (ODIN)","Government finance","Overall score",,83.3
2017,"Open Data Inventory (ODIN)","Money and banking","Overall score",,81.3
2017,"Open Data Inventory (ODIN)","International trade","Overall score",,93.8
2017,"Open Data Inventory (ODIN)","Balance of payments","Overall score",,93.8
2017,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Overall score",,85.5
2017,"Open Data Inventory (ODIN)","Agriculture and land use","Overall score",,60
2017,"Open Data Inventory (ODIN)","Resource use","Overall score",,70
2017,"Open Data Inventory (ODIN)","Energy use","Overall score",,75
2017,"Open Data Inventory (ODIN)","Pollution","Overall score",,75
2017,"Open Data Inventory (ODIN)","Built environment","Overall score",,65
2017,"Open Data Inventory (ODIN)","Environment subscore","Overall score",,69
2017,"Open Data Inventory (ODIN)",,,,74.8
2018,"Open Data Inventory (ODIN)","Population and vital statistics","Overall score",,90
2018,"Open Data Inventory (ODIN)","Education facilities","Overall score",,65
2018,"Open Data Inventory (ODIN)","Education outcomes","Overall score",,60
2018,"Open Data Inventory (ODIN)","Health facilities","Overall score",,70
2018,"Open Data Inventory (ODIN)","Health outcomes","Overall score",,90
2018,"Open Data Inventory (ODIN)","Reproductive health","Overall score",,65
2018,"Open Data Inventory (ODIN)","Gender statistics","Overall score",,70
2018,"Open Data Inventory (ODIN)","Crime and justice","Overall score",,80
2018,"Open Data Inventory (ODIN)","Poverty and income","Overall score",,90
2018,"Open Data Inventory (ODIN)","Social statistics subscore","Overall score",,75.6
2018,"Open Data Inventory (ODIN)","National accounts","Overall score",,88.9
2018,"Open Data Inventory (ODIN)","Labor","Overall score",,85
2018,"Open Data Inventory (ODIN)","Price indexes","Overall score",,88.9
2018,"Open Data Inventory (ODIN)","Government finance","Overall score",,83.3
2018,"Open Data Inventory (ODIN)","Money and banking","Overall score",,93.8
2018,"Open Data Inventory (ODIN)","International trade","Overall score",,93.8
2018,"Open Data Inventory (ODIN)","Balance of payments","Overall score",,93.8
2018,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Overall score",,89.3
2018,"Open Data Inventory (ODIN)","Agriculture and land use","Overall score",,65
2018,"Open Data Inventory (ODIN)","Resource use","Overall score",,77.8
2018,"Open Data Inventory (ODIN)","Energy use","Overall score",,83.3
2018,"Open Data Inventory (ODIN)","Pollution","Overall score",,72.2
2018,"Open Data Inventory (ODIN)","Built environment","Overall score",,65
2018,"Open Data Inventory (ODIN)","Environment subscore","Overall score",,72.3
2018,"Open Data Inventory (ODIN)",,,,78.8
2020,"Open Data Inventory (ODIN)","Population and vital statistics","Overall score",,90
2020,"Open Data Inventory (ODIN)","Education facilities","Overall score",,65
2020,"Open Data Inventory (ODIN)","Education outcomes","Overall score",,45
2020,"Open Data Inventory (ODIN)","Health facilities","Overall score",,60
2020,"Open Data Inventory (ODIN)","Health outcomes","Overall score",,75
2020,"Open Data Inventory (ODIN)","Reproductive health","Overall score",,60
2020,"Open Data Inventory (ODIN)","Food security and nutrition","Overall score",,61.1
2020,"Open Data Inventory (ODIN)","Gender statistics","Overall score",,70
2020,"Open Data Inventory (ODIN)","Crime and justice","Overall score",,80
2020,"Open Data Inventory (ODIN)","Poverty and income","Overall score",,90
2020,"Open Data Inventory (ODIN)","Social statistics subscore","Overall score",,69.7
2020,"Open Data Inventory (ODIN)","National accounts","Overall score",,88.9
2020,"Open Data Inventory (ODIN)","Labor","Overall score",,95
2020,"Open Data Inventory (ODIN)","Price indexes","Overall score",,94.4
2020,"Open Data Inventory (ODIN)","Government finance","Overall score",,83.3
2020,"Open Data Inventory (ODIN)","Money and banking","Overall score",,87.5
2020,"Open Data Inventory (ODIN)","International trade","Overall score",,93.8
2020,"Open Data Inventory (ODIN)","Balance of payments","Overall score",,93.8
2020,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Overall score",,91
2020,"Open Data Inventory (ODIN)","Agriculture and land use","Overall score",,55
2020,"Open Data Inventory (ODIN)","Resource use","Overall score",,72.2
2020,"Open Data Inventory (ODIN)","Energy use","Overall score",,87.5
2020,"Open Data Inventory (ODIN)","Pollution","Overall score",,61.1
2020,"Open Data Inventory (ODIN)","Built environment","Overall score",,70
2020,"Open Data Inventory (ODIN)","Environment subscore","Overall score",,68.5
2020,"Open Data Inventory (ODIN)",,,,76
2022,"Open Data Inventory (ODIN)","Population and vital statistics","Overall score",,85
2022,"Open Data Inventory (ODIN)","Education facilities","Overall score",,65
2022,"Open Data Inventory (ODIN)","Education outcomes","Overall score",,55
2022,"Open Data Inventory (ODIN)","Health facilities","Overall score",,60
2022,"Open Data Inventory (ODIN)","Health outcomes","Overall score",,90
2022,"Open Data Inventory (ODIN)","Reproductive health","Overall score",,75
2022,"Open Data Inventory (ODIN)","Food security and nutrition","Overall score",,66.7
2022,"Open Data Inventory (ODIN)","Gender statistics","Overall score",,65
2022,"Open Data Inventory (ODIN)","Crime and justice","Overall score",,80
2022,"Open Data Inventory (ODIN)","Poverty and income","Overall score",,95
2022,"Open Data Inventory (ODIN)","Social statistics subscore","Overall score",,73.7
2022,"Open Data Inventory (ODIN)","National accounts","Overall score",,83.3
2022,"Open Data Inventory (ODIN)","Labor","Overall score",,95
2022,"Open Data Inventory (ODIN)","Price indexes","Overall score",,88.9
2022,"Open Data Inventory (ODIN)","Government finance","Overall score",,83.3
2022,"Open Data Inventory (ODIN)","Money and banking","Overall score",,87.5
2022,"Open Data Inventory (ODIN)","International trade","Overall score",,93.8
2022,"Open Data Inventory (ODIN)","Balance of payments","Overall score",,93.8
2022,"Open Data Inventory (ODIN)","Economic and financial statistics subscore","Overall score",,89.3
2022,"Open Data Inventory (ODIN)","Agriculture and land use","Overall score",,65
2022,"Open Data Inventory (ODIN)","Resource use","Overall score",,61.1
2022,"Open Data Inventory (ODIN)","Energy use","Overall score",,87.5
2022,"Open Data Inventory (ODIN)","Pollution","Overall score",,72.2
2022,"Open Data Inventory (ODIN)","Built environment","Overall score",,65
2022,"Open Data Inventory (ODIN)","Environment subscore","Overall score",,69.6
2022,"Open Data Inventory (ODIN)",,,,77.2
2024,"Open Data Inventory (ODIN)","Population and vital statistics","Overall score",,80
2024,"Open Data Inventory (ODIN)","Education facilities","Overall score",,60
2024,"Open Data Inventory (ODIN)","Education outcomes","Overall score",,55
2024,"Open Data Inventory (ODIN)","Health facilities","Overall score",,75
2024,"Open Data Inventory (ODIN)","Health outcomes","Overall score",,95
2024,"Open Data Inventory (ODIN)","Reproductive health","Overall score",,80
2024,"Open Data Inventory (ODIN)","Food security and nutrition","Overall score",,72.2
2024,"Open Data Inventory (ODIN)","Gender statistics","Overall score",,60
2024,"Open Data Inventory (ODIN)","Crime and justice","Overall score",,80
2024,"Open Data Inventory (ODIN)","Poverty and income","Overall score",,95
2024,"Open Data Inventory (ODIN)","Social statistics subscore","Overall score",,75.2
2024,"Open Data Inventory (ODIN)","National accounts","Overall score",,83.3
2024,"Open Data Inventory (ODIN)","Labor","Overall score",,95
2024,"Open Data Inventory (ODIN)","Price indexes","Overall score",,88.9
