Year,Geography,Type of employee,Industry,GeoCode,Value
2015,Nova Scotia,All employees,Other general-purpose machinery manufacturing,NA,0.03
2015,Nova Scotia,All employees,Transportation equipment manufacturing,NA,0.98
2015,Nova Scotia,All employees,Aerospace product and parts manufacturing,NA,0.46
2015,Nova Scotia,All employees,Ship and boat building,NA,0.46
2015,Nova Scotia,All employees,Miscellaneous manufacturing,NA,0.14
2015,Nova Scotia,All employees,Medical equipment and supplies manufacturing,NA,0.04
2015,Nova Scotia,All employees,Other miscellaneous manufacturing,NA,0.1
2015,Nova Scotia,Salaried employees paid a fixed salary,Manufacturing,NA,1.82
2015,Nova Scotia,Salaried employees paid a fixed salary,Non-durable goods,NA,1.1
2015,Nova Scotia,Salaried employees paid a fixed salary,Food manufacturing,NA,0.41
2015,Nova Scotia,Salaried employees paid a fixed salary,Animal food manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Seafood product preparation and packaging,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Bakeries and tortilla manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Cannabis product manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Paper manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,"Pulp, paper and paperboard mills",NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Printing and related support activities,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Plastics and rubber products manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Durable goods,NA,0.72
2015,Nova Scotia,Salaried employees paid a fixed salary,Wood product manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Sawmills and wood preservation,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Non-metallic mineral product manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Cement and concrete product manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Fabricated metal product manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Machinery manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Transportation equipment manufacturing,NA,0.18
2015,Nova Scotia,Salaried employees paid a fixed salary,Aerospace product and parts manufacturing,NA,NA
2015,Nova Scotia,Salaried employees paid a fixed salary,Ship and boat building,NA,0.05
2015,Nova Scotia,Employees paid by the hour,Manufacturing,NA,5.26
2015,Nova Scotia,Employees paid by the hour,Non-durable goods,NA,3.26
2015,Nova Scotia,Employees paid by the hour,Food manufacturing,NA,1.49
2015,Nova Scotia,Employees paid by the hour,Animal food manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Seafood product preparation and packaging,NA,NA
2015,Nova Scotia,Employees paid by the hour,Bakeries and tortilla manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Cannabis product manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Paper manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,"Pulp, paper and paperboard mills",NA,NA
2015,Nova Scotia,Employees paid by the hour,Printing and related support activities,NA,NA
2015,Nova Scotia,Employees paid by the hour,Plastics and rubber products manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Durable goods,NA,2.01
2015,Nova Scotia,Employees paid by the hour,Wood product manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Sawmills and wood preservation,NA,NA
2015,Nova Scotia,Employees paid by the hour,Non-metallic mineral product manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Cement and concrete product manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Fabricated metal product manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Machinery manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Transportation equipment manufacturing,NA,0.76
2015,Nova Scotia,Employees paid by the hour,Aerospace product and parts manufacturing,NA,NA
2015,Nova Scotia,Employees paid by the hour,Ship and boat building,NA,0.38
2015,New Brunswick,All employees,Manufacturing,13,9.54
2015,New Brunswick,All employees,Non-durable goods,NA,5.54
2015,New Brunswick,All employees,Food manufacturing,NA,3.66
2015,New Brunswick,All employees,Seafood product preparation and packaging,NA,1.48
2015,New Brunswick,All employees,Beverage and tobacco product manufacturing,NA,0.22
2015,New Brunswick,All employees,Cannabis product manufacturing,NA,NA
2015,New Brunswick,All employees,"Fibre, yarn and thread mills",NA,NA
2015,New Brunswick,All employees,Paper manufacturing,NA,0.85
2015,New Brunswick,All employees,"Pulp, paper and paperboard mills",NA,0.7
2015,New Brunswick,All employees,Converted paper product manufacturing,NA,0.15
2015,New Brunswick,All employees,Printing and related support activities,NA,0.08
2015,New Brunswick,All employees,"Pesticide, fertilizer and other agricultural chemical manufacturing",NA,0.05
2015,New Brunswick,All employees,Durable goods,NA,4
2015,New Brunswick,All employees,Wood product manufacturing,NA,1.42
2015,New Brunswick,All employees,Sawmills and wood preservation,NA,0.82
2015,New Brunswick,All employees,"Veneer, plywood and engineered wood product manufacturing",NA,0.17
2015,New Brunswick,All employees,Other wood product manufacturing,NA,0.44
2015,New Brunswick,All employees,Non-metallic mineral product manufacturing,NA,0.3
2015,New Brunswick,All employees,Other non-metallic mineral product manufacturing,NA,0.11
2015,New Brunswick,All employees,Fabricated metal product manufacturing,NA,0.75
2015,New Brunswick,All employees,Architectural and structural metals manufacturing,NA,0.48
2015,New Brunswick,All employees,Machinery manufacturing,NA,0.31
2015,New Brunswick,All employees,"Ventilation, heating, air-conditioning and commercial refrigeration equipment manufacturing",NA,0.15
2015,New Brunswick,All employees,Other general-purpose machinery manufacturing,NA,0.06
2015,New Brunswick,All employees,Computer and electronic product manufacturing,NA,NA
2015,New Brunswick,All employees,Furniture and related product manufacturing,NA,0.24
2015,New Brunswick,All employees,Household and institutional furniture and kitchen cabinet manufacturing,NA,0.22
2015,New Brunswick,All employees,Miscellaneous manufacturing,NA,0.5
2015,New Brunswick,All employees,Medical equipment and supplies manufacturing,NA,0.04
2015,New Brunswick,All employees,Other miscellaneous manufacturing,NA,0.47
2015,New Brunswick,Salaried employees paid a fixed salary,Manufacturing,NA,2.26
2015,New Brunswick,Salaried employees paid a fixed salary,Non-durable goods,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Food manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Cannabis product manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,"Fibre, yarn and thread mills",NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Paper manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,"Pulp, paper and paperboard mills",NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Durable goods,NA,1
2015,New Brunswick,Salaried employees paid a fixed salary,Wood product manufacturing,NA,0.18
2015,New Brunswick,Salaried employees paid a fixed salary,Sawmills and wood preservation,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Other wood product manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Non-metallic mineral product manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Fabricated metal product manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Machinery manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Other general-purpose machinery manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Computer and electronic product manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Household and institutional furniture and kitchen cabinet manufacturing,NA,NA
2015,New Brunswick,Salaried employees paid a fixed salary,Other miscellaneous manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Manufacturing,NA,6.95
2015,New Brunswick,Employees paid by the hour,Non-durable goods,NA,NA
2015,New Brunswick,Employees paid by the hour,Food manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Cannabis product manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,"Fibre, yarn and thread mills",NA,NA
2015,New Brunswick,Employees paid by the hour,Paper manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,"Pulp, paper and paperboard mills",NA,NA
2015,New Brunswick,Employees paid by the hour,Durable goods,NA,2.84
2015,New Brunswick,Employees paid by the hour,Wood product manufacturing,NA,1.19
2015,New Brunswick,Employees paid by the hour,Sawmills and wood preservation,NA,NA
2015,New Brunswick,Employees paid by the hour,Other wood product manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Non-metallic mineral product manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Fabricated metal product manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Machinery manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Other general-purpose machinery manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Computer and electronic product manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Household and institutional furniture and kitchen cabinet manufacturing,NA,NA
2015,New Brunswick,Employees paid by the hour,Other miscellaneous manufacturing,NA,NA
2015,Quebec,All employees,Manufacturing,24,11.57
2015,Quebec,All employees,Non-durable goods,NA,4.86
2015,Quebec,All employees,Food manufacturing,NA,1.61
2015,Quebec,All employees,Animal food manufacturing,NA,0.07
2015,Quebec,All employees,Grain and oilseed milling,NA,0.03
2015,Quebec,All employees,Sugar and confectionery product manufacturing,NA,0.09
2015,Quebec,All employees,Fruit and vegetable preserving and specialty food manufacturing,NA,0.13
2015,Quebec,All employees,Dairy product manufacturing,NA,0.25
2015,Quebec,All employees,Meat product manufacturing,NA,0.47
2015,Quebec,All employees,Seafood product preparation and packaging,NA,0.04
2015,Quebec,All employees,Bakeries and tortilla manufacturing,NA,0.32
2015,Quebec,All employees,Other food manufacturing,NA,0.19
2015,Quebec,All employees,Beverage and tobacco product manufacturing,NA,0.22
2015,Quebec,All employees,Cannabis product manufacturing,NA,NA
2015,Quebec,All employees,Textile mills,NA,0.11
2015,Quebec,All employees,"Fibre, yarn and thread mills",NA,0.01
2015,Quebec,All employees,Fabric mills,NA,0.08
2015,Quebec,All employees,Textile and fabric finishing and fabric coating,NA,0.01
2015,Quebec,All employees,Textile product mills,NA,0.09
2015,Quebec,All employees,Textile furnishings mills,NA,0.04
2015,Quebec,All employees,Other textile product mills,NA,0.05
2015,Quebec,All employees,Clothing manufacturing,NA,0.31
2015,Quebec,All employees,Clothing knitting mills,NA,0.03
2015,Quebec,All employees,Cut and sew clothing manufacturing,NA,0.26
2015,Quebec,All employees,Clothing accessories and other clothing manufacturing,NA,0.02
2015,Quebec,All employees,Leather and allied product manufacturing,NA,0.04
2015,Quebec,All employees,Leather and hide tanning and finishing,NA,0
2015,Quebec,All employees,Footwear manufacturing,NA,0.03
2015,Quebec,All employees,Other leather and allied product manufacturing,NA,0.01
2015,Quebec,All employees,Paper manufacturing,NA,0.62
2015,Quebec,All employees,"Pulp, paper and paperboard mills",NA,0.25
2015,Quebec,All employees,Converted paper product manufacturing,NA,0.37
2015,Quebec,All employees,Printing and related support activities,NA,0.35
2015,Quebec,All employees,Petroleum and coal product manufacturing,NA,0.1
2015,Quebec,All employees,Chemical manufacturing,NA,0.65
2015,Quebec,All employees,Basic chemical manufacturing,NA,0.08
2015,Quebec,All employees,"Resin, synthetic rubber, and artificial and synthetic fibres and filaments manufacturing",NA,0.03
2015,Quebec,All employees,Pharmaceutical and medicine manufacturing,NA,0.22
2015,Quebec,All employees,"Paint, coating and adhesive manufacturing",NA,0.07
2015,Quebec,All employees,"Soap, cleaning compound and toilet preparation manufacturing",NA,0.11
2015,Quebec,All employees,Other chemical product manufacturing,NA,0.09
2015,Quebec,All employees,Plastics and rubber products manufacturing,NA,0.77
2015,Quebec,All employees,Plastic product manufacturing,NA,0.62
2015,Quebec,All employees,Rubber product manufacturing,NA,0.15
2015,Quebec,All employees,Durable goods,NA,6.7
2015,Quebec,All employees,Wood product manufacturing,NA,0.8
2015,Quebec,All employees,Sawmills and wood preservation,NA,0.28
2015,Quebec,All employees,"Veneer, plywood and engineered wood product manufacturing",NA,0.14
2015,Quebec,All employees,Other wood product manufacturing,NA,0.38
2015,Quebec,All employees,Non-metallic mineral product manufacturing,NA,0.42
2015,Quebec,All employees,Clay product and refractory manufacturing,NA,0.02
2015,Quebec,All employees,Glass and glass product manufacturing,NA,0.07
2015,Quebec,All employees,Cement and concrete product manufacturing,NA,0.24
2015,Quebec,All employees,Lime and gypsum product manufacturing,NA,0.02
2015,Quebec,All employees,Other non-metallic mineral product manufacturing,NA,0.07
