Year,Series,Catégories de données,Éléments,Pilier,Value
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Données disponibles pour les 5 dernières années,,75.0
2022,Inventaire des données ouvertes (ODIN),Comptes nationaux,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Travail,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Indices de prix,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Monnaie et banque,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Commerce international,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Balance des paiements,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Données disponibles pour les 5 dernières années,,50.0
2022,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Données disponibles pour les 5 dernières années,,50.0
2022,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Pollution,Données disponibles pour les 5 dernières années,,100.0
2022,Inventaire des données ouvertes (ODIN),Environnement bâti,Données disponibles pour les 5 dernières années,,50.0
2022,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Données disponibles pour les 5 dernières années,,70.0
2022,Inventaire des données ouvertes (ODIN),Toutes les catégories,Données disponibles pour les 5 dernières années,,81.7
2024,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Santé reproductive,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Sécurité alimentaire et nutrition,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Criminalité et justice,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Données disponibles pour les 5 dernières années,,80.0
2024,Inventaire des données ouvertes (ODIN),Comptes nationaux,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Travail,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Indices de prix,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Monnaie et banque,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Commerce international,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Balance des paiements,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Données disponibles pour les 5 dernières années,,100.0
2024,Inventaire des données ouvertes (ODIN),Pollution,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Environnement bâti,Données disponibles pour les 5 dernières années,,50.0
2024,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Données disponibles pour les 5 dernières années,,60.0
2024,Inventaire des données ouvertes (ODIN),Toutes les catégories,Données disponibles pour les 5 dernières années,,80.0
2016,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Données disponibles pour les 10 dernières années,,0.0
2016,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Santé reproductive,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Données disponibles pour les 10 dernières années,,62.5
2016,Inventaire des données ouvertes (ODIN),Comptes nationaux,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Travail,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Indices de prix,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Monnaie et banque,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Commerce international,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Balance des paiements,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Données disponibles pour les 10 dernières années,,92.9
2016,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Données disponibles pour les 10 dernières années,,0.0
2016,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Données disponibles pour les 10 dernières années,,100.0
2016,Inventaire des données ouvertes (ODIN),Pollution,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Environnement bâti,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Données disponibles pour les 10 dernières années,,50.0
2016,Inventaire des données ouvertes (ODIN),Toutes les catégories,Données disponibles pour les 10 dernières années,,68.5
2017,Inventaire des données ouvertes (ODIN),Population et statistiques démographiques,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Établissements d'enseignement,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière d'éducation,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Établissements de soins de santé,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Résultats en matière de santé,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Santé reproductive,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Statistiques sur le genre,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Criminalité et justice,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Pauvreté et revenus,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques sociales,Données disponibles pour les 10 dernières années,,61.1
2017,Inventaire des données ouvertes (ODIN),Comptes nationaux,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Travail,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Indices de prix,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Finances gouvernementales,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Monnaie et banque,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Commerce international,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Balance des paiements,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Sous-score des statistiques économiques et financières,Données disponibles pour les 10 dernières années,,92.9
2017,Inventaire des données ouvertes (ODIN),Agriculture et utilisation des terres,Données disponibles pour les 10 dernières années,,0.0
2017,Inventaire des données ouvertes (ODIN),Utilisation des ressources,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Consommation d'énergie,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Pollution,Données disponibles pour les 10 dernières années,,100.0
2017,Inventaire des données ouvertes (ODIN),Environnement bâti,Données disponibles pour les 10 dernières années,,50.0
2017,Inventaire des données ouvertes (ODIN),Sous-score de l'environnement,Données disponibles pour les 10 dernières années,,60.0
2017,Inventaire des données ouvertes (ODIN),Toutes les catégories,Données disponibles pour les 10 dernières années,,71.3
