Year,Geography,Educational attainment level,Status,Sex,Age group,GeoCode,Value
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,12,5
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,12,4
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,12,6
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,12,6
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,18 to 24 years,12,5
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,18 to 24 years,12,8
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,12,5
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,20 to 24 years,12,3
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,20 to 24 years,12,8
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,10
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,25 to 29 years,12,6
2015,Nova Scotia,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,12,13
2015,Nova Scotia,Below upper secondary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,38
2015,Nova Scotia,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,21
2015,Nova Scotia,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,12,20
2015,Nova Scotia,Upper secondary and post-secondary non-tertiary,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,12,23
2015,Nova Scotia,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,10
2015,Nova Scotia,Upper secondary and post-secondary non-tertiary,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,12,12
2015,Nova Scotia,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,11
2015,Nova Scotia,Upper secondary and post-secondary non-tertiary,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,12,16
2015,Nova Scotia,Tertiary education,"Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,14
2015,Nova Scotia,Tertiary education,"Total, not in employment, education or training (NEET)",Males,25 to 29 years,12,14
2015,Nova Scotia,Tertiary education,"Total, not in employment, education or training (NEET)",Females,25 to 29 years,12,14
2015,Nova Scotia,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,7
2015,Nova Scotia,Tertiary education,"Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,12,10
2015,Nova Scotia,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,12,7
2015,Nova Scotia,Tertiary education,"Not in the labour force, Not in employment, education or training (NEET)",Females,25 to 29 years,12,10
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",13,16
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",13,19
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",13,14
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,8
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 19 years,13,10
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 19 years,13,5
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,14
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,15 to 24 years,13,17
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,15 to 24 years,13,11
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,19
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,18 to 24 years,13,22
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,18 to 24 years,13,15
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,20
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,20 to 24 years,13,24
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,20 to 24 years,13,16
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Both sexes,25 to 29 years,13,21
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Males,25 to 29 years,13,22
2015,New Brunswick,"Total, all education levels","Total, not in employment, education or training (NEET)",Females,25 to 29 years,13,20
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",13,9
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",13,12
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",13,5
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,4
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 19 years,13,5
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,8
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,15 to 24 years,13,12
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,15 to 24 years,13,5
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,18 to 24 years,13,11
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,18 to 24 years,13,16
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,18 to 24 years,13,7
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,20 to 24 years,13,13
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,20 to 24 years,13,18
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Females,20 to 24 years,13,7
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Both sexes,25 to 29 years,13,10
2015,New Brunswick,"Total, all education levels","Unemployed, Not in employment, education or training (NEET)",Males,25 to 29 years,13,14
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,"Total, 15 to 29 years",13,8
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,"Total, 15 to 29 years",13,6
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,"Total, 15 to 29 years",13,9
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 19 years,13,4
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 19 years,13,5
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Both sexes,15 to 24 years,13,6
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Males,15 to 24 years,13,6
2015,New Brunswick,"Total, all education levels","Not in the labour force, Not in employment, education or training (NEET)",Females,15 to 24 years,13,6
