Year,Persons in low income,Geography,GeoCode,Value
2023,Women+,Atlantic provinces,,17.1
2023,"Women+, under 18 years",Atlantic provinces,,17.3
2023,"Women+, 18 to 64 years",Atlantic provinces,,13.6
2023,"Women+, 65 years and over",Atlantic provinces,,25.6
2023,All persons,Newfoundland and Labrador,10,16.7
2023,Persons under 18 years,Newfoundland and Labrador,,17.3
2023,Persons 18 to 64 years,Newfoundland and Labrador,,13.0
2023,Persons 65 years and over,Newfoundland and Labrador,,25.3
2023,Men+,Newfoundland and Labrador,,15.5
2023,"Men+, under 18 years",Newfoundland and Labrador,,18.4
2023,"Men+, 18 to 64 years",Newfoundland and Labrador,,12.0
2023,"Men+, 65 years and over",Newfoundland and Labrador,,22.5
2023,Women+,Newfoundland and Labrador,,17.8
2023,"Women+, under 18 years",Newfoundland and Labrador,,16.1
2023,"Women+, 18 to 64 years",Newfoundland and Labrador,,14.0
2023,"Women+, 65 years and over",Newfoundland and Labrador,,27.8
2023,All persons,Prince Edward Island,11,14.2
2023,Persons under 18 years,Prince Edward Island,,15.6
2023,Persons 18 to 64 years,Prince Edward Island,,12.0
2023,Persons 65 years and over,Prince Edward Island,,19.8
2023,Men+,Prince Edward Island,,13.5
2023,"Men+, under 18 years",Prince Edward Island,,16.4
2023,"Men+, 18 to 64 years",Prince Edward Island,,11.2
2023,"Men+, 65 years and over",Prince Edward Island,,17.9
2023,Women+,Prince Edward Island,,15.0
2023,"Women+, under 18 years",Prince Edward Island,,14.9
2023,"Women+, 18 to 64 years",Prince Edward Island,,12.7
2023,"Women+, 65 years and over",Prince Edward Island,,21.4
2023,All persons,Nova Scotia,12,16.5
2023,Persons under 18 years,Nova Scotia,,18.2
2023,Persons 18 to 64 years,Nova Scotia,,13.9
2023,Persons 65 years and over,Nova Scotia,,22.6
2023,Men+,Nova Scotia,,16.0
2023,"Men+, under 18 years",Nova Scotia,,19.0
2023,"Men+, 18 to 64 years",Nova Scotia,,13.5
2023,"Men+, 65 years and over",Nova Scotia,,20.4
2023,Women+,Nova Scotia,,17.1
2023,"Women+, under 18 years",Nova Scotia,,17.3
2023,"Women+, 18 to 64 years",Nova Scotia,,14.2
2023,"Women+, 65 years and over",Nova Scotia,,24.5
2023,All persons,New Brunswick,13,16.3
2023,Persons under 18 years,New Brunswick,,18.3
2023,Persons 18 to 64 years,New Brunswick,,12.8
2023,Persons 65 years and over,New Brunswick,,23.8
2023,Men+,New Brunswick,,15.4
2023,"Men+, under 18 years",New Brunswick,,18.0
2023,"Men+, 18 to 64 years",New Brunswick,,12.6
2023,"Men+, 65 years and over",New Brunswick,,21.0
2023,Women+,New Brunswick,,17.0
2023,"Women+, under 18 years",New Brunswick,,18.5
2023,"Women+, 18 to 64 years",New Brunswick,,12.9
2023,"Women+, 65 years and over",New Brunswick,,26.2
2023,All persons,Quebec,24,11.4
2023,Persons under 18 years,Quebec,,9.1
2023,Persons 18 to 64 years,Quebec,,10.6
2023,Persons 65 years and over,Quebec,,16.2
2023,Men+,Quebec,,10.8
2023,"Men+, under 18 years",Quebec,,8.7
2023,"Men+, 18 to 64 years",Quebec,,10.5
2023,"Men+, 65 years and over",Quebec,,14.1
2023,Women+,Quebec,,12.1
2023,"Women+, under 18 years",Quebec,,9.5
2023,"Women+, 18 to 64 years",Quebec,,10.7
2023,"Women+, 65 years and over",Quebec,,18.0
2023,All persons,Ontario,35,12.0
2023,Persons under 18 years,Ontario,,14.1
2023,Persons 18 to 64 years,Ontario,,11.5
2023,Persons 65 years and over,Ontario,,11.7
2023,Men+,Ontario,,11.8
2023,"Men+, under 18 years",Ontario,,14.5
2023,"Men+, 18 to 64 years",Ontario,,11.4
2023,"Men+, 65 years and over",Ontario,,10.2
2023,Women+,Ontario,,12.3
2023,"Women+, under 18 years",Ontario,,13.7
2023,"Women+, 18 to 64 years",Ontario,,11.7
2023,"Women+, 65 years and over",Ontario,,13.0
2023,All persons,Prairie provinces,,11.7
2023,Persons under 18 years,Prairie provinces,,15.3
2023,Persons 18 to 64 years,Prairie provinces,,10.6
2023,Persons 65 years and over,Prairie provinces,,10.9
2023,Men+,Prairie provinces,,11.3
2023,"Men+, under 18 years",Prairie provinces,,15.9
2023,"Men+, 18 to 64 years",Prairie provinces,,9.9
2023,"Men+, 65 years and over",Prairie provinces,,9.8
2023,Women+,Prairie provinces,,12.1
2023,"Women+, under 18 years",Prairie provinces,,14.7
2023,"Women+, 18 to 64 years",Prairie provinces,,11.2
2023,"Women+, 65 years and over",Prairie provinces,,11.9
2023,All persons,Manitoba,46,14.1
2023,Persons under 18 years,Manitoba,,18.2
2023,Persons 18 to 64 years,Manitoba,,12.8
2023,Persons 65 years and over,Manitoba,,13.4
2023,Men+,Manitoba,,13.6
2023,"Men+, under 18 years",Manitoba,,18.8
2023,"Men+, 18 to 64 years",Manitoba,,12.2
2023,"Men+, 65 years and over",Manitoba,,11.7
2023,Women+,Manitoba,,14.6
2023,"Women+, under 18 years",Manitoba,,17.5
2023,"Women+, 18 to 64 years",Manitoba,,13.4
2023,"Women+, 65 years and over",Manitoba,,14.8
2023,All persons,Saskatchewan,47,14.6
2023,Persons under 18 years,Saskatchewan,,19.0
2023,Persons 18 to 64 years,Saskatchewan,,13.0
2023,Persons 65 years and over,Saskatchewan,,14.4
2023,Men+,Saskatchewan,,13.7
2023,"Men+, under 18 years",Saskatchewan,,19.2
2023,"Men+, 18 to 64 years",Saskatchewan,,11.9
2023,"Men+, 65 years and over",Saskatchewan,,12.3
2023,Women+,Saskatchewan,,15.6
2023,"Women+, under 18 years",Saskatchewan,,18.8
2023,"Women+, 18 to 64 years",Saskatchewan,,14.1
2023,"Women+, 65 years and over",Saskatchewan,,16.3
2023,All persons,Alberta,48,10.2
2023,Persons under 18 years,Alberta,,13.5
2023,Persons 18 to 64 years,Alberta,,9.4
2023,Persons 65 years and over,Alberta,,9.1
2023,Men+,Alberta,,10.0
2023,"Men+, under 18 years",Alberta,,14.2
2023,"Men+, 18 to 64 years",Alberta,,8.8
2023,"Men+, 65 years and over",Alberta,,8.5
2023,Women+,Alberta,,10.5
2023,"Women+, under 18 years",Alberta,,12.7
2023,"Women+, 18 to 64 years",Alberta,,10.0
2023,"Women+, 65 years and over",Alberta,,9.7
2023,All persons,British Columbia,59,12.2
2023,Persons under 18 years,British Columbia,,13.5
2023,Persons 18 to 64 years,British Columbia,,10.8
2023,Persons 65 years and over,British Columbia,,15.8
2023,Men+,British Columbia,,11.5
2023,"Men+, under 18 years",British Columbia,,13.2
2023,"Men+, 18 to 64 years",British Columbia,,10.3
2023,"Men+, 65 years and over",British Columbia,,13.8
2023,Women+,British Columbia,,12.9
2023,"Women+, under 18 years",British Columbia,,13.8
2023,"Women+, 18 to 64 years",British Columbia,,11.2
2023,"Women+, 65 years and over",British Columbia,,17.5
2023,All persons,Territories,,11.6
2023,Persons under 18 years,Territories,,14.2
2023,Persons 18 to 64 years,Territories,,9.9
2023,Persons 65 years and over,Territories,,15.6
2023,Men+,Territories,,12.4
2023,"Men+, under 18 years",Territories,,14.5
2023,"Men+, 18 to 64 years",Territories,,10.5
2023,"Men+, 65 years and over",Territories,,18.3
2023,Women+,Territories,,10.8
2023,"Women+, under 18 years",Territories,,13.9
2023,"Women+, 18 to 64 years",Territories,,9.2
2023,"Women+, 65 years and over",Territories,,12.7
2023,All persons,Yukon,60,10.0
2023,Persons 18 to 64 years,Yukon,,8.5
2023,Persons 65 years and over,Yukon,,15.5
2023,Men+,Yukon,,11.0
2023,"Men+, 18 to 64 years",Yukon,,9.2
2023,"Men+, 65 years and over",Yukon,,15.1
2023,Women+,Yukon,,9.1
2023,"Women+, 18 to 64 years",Yukon,,7.7
2023,"Women+, 65 years and over",Yukon,,16.0
2023,All persons,Northwest Territories,61,6.8
2023,Persons 18 to 64 years,Northwest Territories,,5.4
2023,Persons 65 years and over,Northwest Territories,,15.9
2023,Men+,Northwest Territories,,8.3
2023,"Men+, 65 years and over",Northwest Territories,,21.9
2023,Women+,Northwest Territories,,5.3
2023,All persons,Nunavut,62,18.6
2023,Persons under 18 years,Nunavut,,20.9
2023,Persons 18 to 64 years,Nunavut,,17.4
2023,Persons 65 years and over,Nunavut,,15.1
2023,Men+,Nunavut,,18.5
2023,"Men+, under 18 years",Nunavut,,20.1
2023,"Men+, 18 to 64 years",Nunavut,,17.3
2023,Women+,Nunavut,,18.7
2023,"Women+, under 18 years",Nunavut,,21.7
2023,"Women+, 18 to 64 years",Nunavut,,17.4
2023,All persons,"Québec, Quebec",,7.5
2023,Persons under 18 years,"Québec, Quebec",,3.5
2023,Persons 18 to 64 years,"Québec, Quebec",,7.3
2023,Persons 65 years and over,"Québec, Quebec",,11.9
2023,Men+,"Québec, Quebec",,6.5
2023,"Men+, under 18 years","Québec, Quebec",,2.2
2023,"Men+, 18 to 64 years","Québec, Quebec",,7.2
2023,"Men+, 65 years and over","Québec, Quebec",,9.2
2023,Women+,"Québec, Quebec",,8.4
2023,"Women+, under 18 years","Québec, Quebec",,4.8
2023,"Women+, 18 to 64 years","Québec, Quebec",,7.5
2023,"Women+, 65 years and over","Québec, Quebec",,14.0
2023,All persons,"Montréal, Quebec",,11.7
2023,Persons under 18 years,"Montréal, Quebec",,10.2
2023,Persons 18 to 64 years,"Montréal, Quebec",,10.9
2023,Persons 65 years and over,"Montréal, Quebec",,15.9
2023,Men+,"Montréal, Quebec",,11.3
2023,"Men+, under 18 years","Montréal, Quebec",,10.1
2023,"Men+, 18 to 64 years","Montréal, Quebec",,11.0
2023,"Men+, 65 years and over","Montréal, Quebec",,14.0
2023,Women+,"Montréal, Quebec",,12.1
2023,"Women+, under 18 years","Montréal, Quebec",,10.4
2023,"Women+, 18 to 64 years","Montréal, Quebec",,10.9
2023,"Women+, 65 years and over","Montréal, Quebec",,17.5
2023,All persons,"Ottawa-Gatineau, Ontario/Quebec",,8.8
2023,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,8.6
2023,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,8.8
2023,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,9.1
2023,Men+,"Ottawa-Gatineau, Ontario/Quebec",,9.1
2023,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,9.5
2023,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.8
2023,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,9.6
2023,Women+,"Ottawa-Gatineau, Ontario/Quebec",,8.6
2023,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.6
2023,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,8.8
2023,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,8.7
2023,All persons,"Toronto, Ontario",,12.6
2023,Persons under 18 years,"Toronto, Ontario",,15.7
2023,Persons 18 to 64 years,"Toronto, Ontario",,11.8
2023,Persons 65 years and over,"Toronto, Ontario",,12.3
2023,Men+,"Toronto, Ontario",,12.3
2023,"Men+, under 18 years","Toronto, Ontario",,16.0
2023,"Men+, 18 to 64 years","Toronto, Ontario",,11.6
2023,"Men+, 65 years and over","Toronto, Ontario",,11.0
2023,Women+,"Toronto, Ontario",,12.8
2023,"Women+, under 18 years","Toronto, Ontario",,15.4
2023,"Women+, 18 to 64 years","Toronto, Ontario",,12.0
2023,"Women+, 65 years and over","Toronto, Ontario",,13.5
2023,All persons,"Winnipeg, Manitoba",,12.1
2023,Persons under 18 years,"Winnipeg, Manitoba",,14.9
2023,Persons 18 to 64 years,"Winnipeg, Manitoba",,11.4
2023,Persons 65 years and over,"Winnipeg, Manitoba",,11.2
2023,Men+,"Winnipeg, Manitoba",,11.7
2023,"Men+, under 18 years","Winnipeg, Manitoba",,14.9
2023,"Men+, 18 to 64 years","Winnipeg, Manitoba",,11.3
2023,"Men+, 65 years and over","Winnipeg, Manitoba",,9.6
2023,Women+,"Winnipeg, Manitoba",,12.4
2023,"Women+, under 18 years","Winnipeg, Manitoba",,15.0
2023,"Women+, 18 to 64 years","Winnipeg, Manitoba",,11.6
2023,"Women+, 65 years and over","Winnipeg, Manitoba",,12.4
2023,All persons,"Calgary, Alberta",,10.1
2023,Persons under 18 years,"Calgary, Alberta",,15.0
2023,Persons 18 to 64 years,"Calgary, Alberta",,8.7
2023,Persons 65 years and over,"Calgary, Alberta",,9.1
2023,Men+,"Calgary, Alberta",,9.6
2023,"Men+, under 18 years","Calgary, Alberta",,15.0
2023,"Men+, 18 to 64 years","Calgary, Alberta",,8.1
2023,"Men+, 65 years and over","Calgary, Alberta",,8.0
2023,Women+,"Calgary, Alberta",,10.6
2023,"Women+, under 18 years","Calgary, Alberta",,15.1
2023,"Women+, 18 to 64 years","Calgary, Alberta",,9.3
2023,"Women+, 65 years and over","Calgary, Alberta",,10.1
2023,All persons,"Edmonton, Alberta",,11.0
2023,Persons under 18 years,"Edmonton, Alberta",,14.1
2023,Persons 18 to 64 years,"Edmonton, Alberta",,11.0
2023,Persons 65 years and over,"Edmonton, Alberta",,7.2
2023,Men+,"Edmonton, Alberta",,11.0
2023,"Men+, under 18 years","Edmonton, Alberta",,16.0
2023,"Men+, 18 to 64 years","Edmonton, Alberta",,10.2
2023,"Men+, 65 years and over","Edmonton, Alberta",,6.9
2023,Women+,"Edmonton, Alberta",,11.0
2023,"Women+, under 18 years","Edmonton, Alberta",,12.0
2023,"Women+, 18 to 64 years","Edmonton, Alberta",,11.7
2023,"Women+, 65 years and over","Edmonton, Alberta",,7.4
2023,All persons,"Vancouver, British Columbia",,12.7
2023,Persons under 18 years,"Vancouver, British Columbia",,16.0
2023,Persons 18 to 64 years,"Vancouver, British Columbia",,11.0
2023,Persons 65 years and over,"Vancouver, British Columbia",,16.3
2023,Men+,"Vancouver, British Columbia",,11.7
2023,"Men+, under 18 years","Vancouver, British Columbia",,15.2
2023,"Men+, 18 to 64 years","Vancouver, British Columbia",,10.3
2023,"Men+, 65 years and over","Vancouver, British Columbia",,13.8
2023,Women+,"Vancouver, British Columbia",,13.7
2023,"Women+, under 18 years","Vancouver, British Columbia",,16.8
2023,"Women+, 18 to 64 years","Vancouver, British Columbia",,11.6
2023,"Women+, 65 years and over","Vancouver, British Columbia",,18.3
2024,Persons under 18 years,Canada,,13.2
2024,Persons 18 to 64 years,Canada,,11.7
2024,Persons 65 years and over,Canada,,14.4
2024,Men+,Canada,,12.0
2024,"Men+, under 18 years",Canada,,13.1
2024,"Men+, 18 to 64 years",Canada,,11.4
2024,"Men+, 65 years and over",Canada,,12.7
2024,Women+,Canada,,13.1
2024,"Women+, under 18 years",Canada,,13.2
2024,"Women+, 18 to 64 years",Canada,,12.1
2024,"Women+, 65 years and over",Canada,,16.0
2024,All persons,Atlantic provinces,,15.6
2024,Persons under 18 years,Atlantic provinces,,15.7
2024,Persons 18 to 64 years,Atlantic provinces,,13.3
2024,Persons 65 years and over,Atlantic provinces,,21.6
2024,Men+,Atlantic provinces,,14.6
2024,"Men+, under 18 years",Atlantic provinces,,16.0
2024,"Men+, 18 to 64 years",Atlantic provinces,,12.5
2024,"Men+, 65 years and over",Atlantic provinces,,19.0
2024,Women+,Atlantic provinces,,16.6
2024,"Women+, under 18 years",Atlantic provinces,,15.4
2024,"Women+, 18 to 64 years",Atlantic provinces,,14.1
2024,"Women+, 65 years and over",Atlantic provinces,,23.9
2024,All persons,Newfoundland and Labrador,10,15.1
2024,Persons under 18 years,Newfoundland and Labrador,,13.2
2024,Persons 18 to 64 years,Newfoundland and Labrador,,12.6
2024,Persons 65 years and over,Newfoundland and Labrador,,22.4
2024,Men+,Newfoundland and Labrador,,14.0
2024,"Men+, under 18 years",Newfoundland and Labrador,,14.7
2024,"Men+, 18 to 64 years",Newfoundland and Labrador,,11.8
2024,"Men+, 65 years and over",Newfoundland and Labrador,,18.9
2024,Women+,Newfoundland and Labrador,,16.3
2024,"Women+, under 18 years",Newfoundland and Labrador,,11.6
2024,"Women+, 18 to 64 years",Newfoundland and Labrador,,13.4
2024,"Women+, 65 years and over",Newfoundland and Labrador,,25.5
2024,All persons,Prince Edward Island,11,14.7
2024,Persons under 18 years,Prince Edward Island,,17.3
2024,Persons 18 to 64 years,Prince Edward Island,,12.4
2024,Persons 65 years and over,Prince Edward Island,,19.3
2024,Men+,Prince Edward Island,,13.2
2024,"Men+, under 18 years",Prince Edward Island,,15.7
2024,"Men+, 18 to 64 years",Prince Edward Island,,11.3
2024,"Men+, 65 years and over",Prince Edward Island,,16.6
2024,Women+,Prince Edward Island,,16.3
2024,"Women+, under 18 years",Prince Edward Island,,19.0
2024,"Women+, 18 to 64 years",Prince Edward Island,,13.5
2024,"Women+, 65 years and over",Prince Edward Island,,21.7
2024,All persons,Nova Scotia,12,16.0
2024,Persons under 18 years,Nova Scotia,,17.1
2024,Persons 18 to 64 years,Nova Scotia,,13.8
2024,Persons 65 years and over,Nova Scotia,,21.1
2024,Men+,Nova Scotia,,14.6
2024,"Men+, under 18 years",Nova Scotia,,16.5
2024,"Men+, 18 to 64 years",Nova Scotia,,12.7
2024,"Men+, 65 years and over",Nova Scotia,,18.5
2024,Women+,Nova Scotia,,17.3
2024,"Women+, under 18 years",Nova Scotia,,17.7
2024,"Women+, 18 to 64 years",Nova Scotia,,14.9
2024,"Women+, 65 years and over",Nova Scotia,,23.3
2024,All persons,New Brunswick,13,15.6
2024,Persons under 18 years,New Brunswick,,15.2
2024,Persons 18 to 64 years,New Brunswick,,13.2
2024,Persons 65 years and over,New Brunswick,,22.2
2024,Men+,New Brunswick,,15.1
2024,"Men+, under 18 years",New Brunswick,,16.2
2024,"Men+, 18 to 64 years",New Brunswick,,13.0
2024,"Men+, 65 years and over",New Brunswick,,20.1
2024,Women+,New Brunswick,,16.1
2024,"Women+, under 18 years",New Brunswick,,14.1
2024,"Women+, 18 to 64 years",New Brunswick,,13.5
2024,"Women+, 65 years and over",New Brunswick,,24.0
2024,All persons,Quebec,24,11.6
2024,Persons under 18 years,Quebec,,9.4
2024,Persons 18 to 64 years,Quebec,,10.7
2024,Persons 65 years and over,Quebec,,16.3
2024,Men+,Quebec,,11.3
2024,"Men+, under 18 years",Quebec,,10.0
2024,"Men+, 18 to 64 years",Quebec,,10.9
2024,"Men+, 65 years and over",Quebec,,13.8
2024,Women+,Quebec,,12.0
2024,"Women+, under 18 years",Quebec,,8.8
2024,"Women+, 18 to 64 years",Quebec,,10.5
2024,"Women+, 65 years and over",Quebec,,18.5
2024,All persons,Ontario,35,12.7
2024,Persons under 18 years,Ontario,,14.0
2024,Persons 18 to 64 years,Ontario,,12.2
2024,Persons 65 years and over,Ontario,,12.9
2024,Men+,Ontario,,12.1
2024,"Men+, under 18 years",Ontario,,13.9
2024,"Men+, 18 to 64 years",Ontario,,11.7
2024,"Men+, 65 years and over",Ontario,,11.4
2024,Women+,Ontario,,13.2
2024,"Women+, under 18 years",Ontario,,14.0
2024,"Women+, 18 to 64 years",Ontario,,12.7
2024,"Women+, 65 years and over",Ontario,,14.1
2024,All persons,Prairie provinces,,12.5
2024,Persons under 18 years,Prairie provinces,,15.8
2024,Persons 18 to 64 years,Prairie provinces,,11.6
2024,Persons 65 years and over,Prairie provinces,,11.6
2024,Men+,Prairie provinces,,11.9
2024,"Men+, under 18 years",Prairie provinces,,15.4
2024,"Men+, 18 to 64 years",Prairie provinces,,11.2
2024,"Men+, 65 years and over",Prairie provinces,,10.0
2024,Women+,Prairie provinces,,13.1
2024,"Women+, under 18 years",Prairie provinces,,16.3
2024,"Women+, 18 to 64 years",Prairie provinces,,12.1
2024,"Women+, 65 years and over",Prairie provinces,,13.0
2024,All persons,Manitoba,46,15.3
2024,Persons under 18 years,Manitoba,,20.3
2024,Persons 18 to 64 years,Manitoba,,13.8
2024,Persons 65 years and over,Manitoba,,14.6
2024,Men+,Manitoba,,14.2
2024,"Men+, under 18 years",Manitoba,,18.7
2024,"Men+, 18 to 64 years",Manitoba,,13.0
2024,"Men+, 65 years and over",Manitoba,,12.9
2024,Women+,Manitoba,,16.5
2024,"Women+, under 18 years",Manitoba,,21.9
2024,"Women+, 18 to 64 years",Manitoba,,14.7
2024,"Women+, 65 years and over",Manitoba,,16.1
2024,All persons,Saskatchewan,47,14.3
2024,Persons under 18 years,Saskatchewan,,18.4
2024,Persons 18 to 64 years,Saskatchewan,,12.6
2024,Persons 65 years and over,Saskatchewan,,14.9
2024,Men+,Saskatchewan,,13.9
2024,"Men+, under 18 years",Saskatchewan,,18.6
2024,"Men+, 18 to 64 years",Saskatchewan,,12.3
2024,"Men+, 65 years and over",Saskatchewan,,13.2
2024,Women+,Saskatchewan,,14.8
2024,"Women+, under 18 years",Saskatchewan,,18.3
2024,"Women+, 18 to 64 years",Saskatchewan,,12.9
2024,"Women+, 65 years and over",Saskatchewan,,16.5
2024,All persons,Alberta,48,11.3
2024,Persons under 18 years,Alberta,,13.9
2024,Persons 18 to 64 years,Alberta,,10.8
2024,Persons 65 years and over,Alberta,,9.7
2024,Men+,Alberta,,10.8
2024,"Men+, under 18 years",Alberta,,13.7
2024,"Men+, 18 to 64 years",Alberta,,10.4
2024,"Men+, 65 years and over",Alberta,,8.2
2024,Women+,Alberta,,11.8
2024,"Women+, under 18 years",Alberta,,14.1
2024,"Women+, 18 to 64 years",Alberta,,11.1
2024,"Women+, 65 years and over",Alberta,,11.0
2024,All persons,British Columbia,59,12.1
2024,Persons under 18 years,British Columbia,,11.6
2024,Persons 18 to 64 years,British Columbia,,11.4
2024,Persons 65 years and over,British Columbia,,14.7
2024,Men+,British Columbia,,11.5
2024,"Men+, under 18 years",British Columbia,,11.0
2024,"Men+, 18 to 64 years",British Columbia,,11.1
2024,"Men+, 65 years and over",British Columbia,,13.3
2024,Women+,British Columbia,,12.7
2024,"Women+, under 18 years",British Columbia,,12.3
2024,"Women+, 18 to 64 years",British Columbia,,11.8
2024,"Women+, 65 years and over",British Columbia,,16.0
2024,All persons,Territories,,10.1
2024,Persons under 18 years,Territories,,14.2
2024,Persons 18 to 64 years,Territories,,8.1
2024,Persons 65 years and over,Territories,,12.2
2024,Men+,Territories,,10.3
2024,"Men+, under 18 years",Territories,,13.4
2024,"Men+, 18 to 64 years",Territories,,8.6
2024,"Men+, 65 years and over",Territories,,13.2
2024,Women+,Territories,,9.8
2024,"Women+, under 18 years",Territories,,15.1
2024,"Women+, 18 to 64 years",Territories,,7.6
2024,"Women+, 65 years and over",Territories,,11.1
2024,All persons,Yukon,60,8.3
2024,Persons under 18 years,Yukon,,7.6
2024,Persons 18 to 64 years,Yukon,,7.3
2024,Persons 65 years and over,Yukon,,14.0
2024,Men+,Yukon,,8.5
2024,"Men+, 18 to 64 years",Yukon,,8.4
2024,"Men+, 65 years and over",Yukon,,16.0
2024,Women+,Yukon,,8.1
2024,"Women+, under 18 years",Yukon,,12.3
2024,"Women+, 18 to 64 years",Yukon,,6.3
2024,"Women+, 65 years and over",Yukon,,11.8
2024,All persons,Northwest Territories,61,7.2
2024,Persons 18 to 64 years,Northwest Territories,,6.2
2024,Men+,Northwest Territories,,7.5
2024,"Men+, 18 to 64 years",Northwest Territories,,6.7
2024,Women+,Northwest Territories,,6.9
2024,"Women+, 18 to 64 years",Northwest Territories,,5.6
2024,All persons,Nunavut,62,15.2
2024,Persons under 18 years,Nunavut,,22.0
2024,Persons 18 to 64 years,Nunavut,,11.6
2024,Men+,Nunavut,,15.4
2024,"Men+, 18 to 64 years",Nunavut,,11.3
2024,Women+,Nunavut,,15.0
2024,"Women+, under 18 years",Nunavut,,21.7
2024,"Women+, 18 to 64 years",Nunavut,,11.9
2024,All persons,"Québec, Quebec",,9.6
2024,Persons under 18 years,"Québec, Quebec",,6.9
2024,Persons 18 to 64 years,"Québec, Quebec",,8.9
2024,Persons 65 years and over,"Québec, Quebec",,13.6
2024,Men+,"Québec, Quebec",,8.7
2024,"Men+, under 18 years","Québec, Quebec",,7.6
2024,"Men+, 18 to 64 years","Québec, Quebec",,8.3
2024,"Men+, 65 years and over","Québec, Quebec",,10.6
2024,Women+,"Québec, Quebec",,10.6
2024,"Women+, under 18 years","Québec, Quebec",,6.3
2024,"Women+, 18 to 64 years","Québec, Quebec",,9.5
2024,"Women+, 65 years and over","Québec, Quebec",,16.3
2024,All persons,"Montréal, Quebec",,11.8
2024,Persons under 18 years,"Montréal, Quebec",,9.7
2024,Persons 18 to 64 years,"Montréal, Quebec",,11.3
2024,Persons 65 years and over,"Montréal, Quebec",,15.5
2024,Men+,"Montréal, Quebec",,11.6
2024,"Men+, under 18 years","Montréal, Quebec",,9.9
2024,"Men+, 18 to 64 years","Montréal, Quebec",,11.8
2024,"Men+, 65 years and over","Montréal, Quebec",,13.1
2024,Women+,"Montréal, Quebec",,11.9
2024,"Women+, under 18 years","Montréal, Quebec",,9.6
2024,"Women+, 18 to 64 years","Montréal, Quebec",,10.8
2024,"Women+, 65 years and over","Montréal, Quebec",,17.6
2024,All persons,"Ottawa-Gatineau, Ontario/Quebec",,10.6
2024,Persons under 18 years,"Ottawa-Gatineau, Ontario/Quebec",,8.4
2024,Persons 18 to 64 years,"Ottawa-Gatineau, Ontario/Quebec",,11.3
2024,Persons 65 years and over,"Ottawa-Gatineau, Ontario/Quebec",,10.3
2024,Men+,"Ottawa-Gatineau, Ontario/Quebec",,10.6
2024,"Men+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,9.5
2024,"Men+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,11.3
2024,"Men+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,9.5
2024,Women+,"Ottawa-Gatineau, Ontario/Quebec",,10.5
2024,"Women+, under 18 years","Ottawa-Gatineau, Ontario/Quebec",,7.2
2024,"Women+, 18 to 64 years","Ottawa-Gatineau, Ontario/Quebec",,11.4
2024,"Women+, 65 years and over","Ottawa-Gatineau, Ontario/Quebec",,11.0
2024,All persons,"Toronto, Ontario",,13.4
2024,Persons under 18 years,"Toronto, Ontario",,16.1
2024,Persons 18 to 64 years,"Toronto, Ontario",,12.5
2024,Persons 65 years and over,"Toronto, Ontario",,14.0
2024,Men+,"Toronto, Ontario",,13.1
2024,"Men+, under 18 years","Toronto, Ontario",,16.6
2024,"Men+, 18 to 64 years","Toronto, Ontario",,12.1
2024,"Men+, 65 years and over","Toronto, Ontario",,12.9
2024,Women+,"Toronto, Ontario",,13.7
2024,"Women+, under 18 years","Toronto, Ontario",,15.5
2024,"Women+, 18 to 64 years","Toronto, Ontario",,12.9
2024,"Women+, 65 years and over","Toronto, Ontario",,14.9
2024,All persons,"Winnipeg, Manitoba",,14.2
2024,Persons under 18 years,"Winnipeg, Manitoba",,18.6
2024,Persons 18 to 64 years,"Winnipeg, Manitoba",,13.2
2024,Persons 65 years and over,"Winnipeg, Manitoba",,13.1
2024,Men+,"Winnipeg, Manitoba",,13.0
2024,"Men+, under 18 years","Winnipeg, Manitoba",,16.4
2024,"Men+, 18 to 64 years","Winnipeg, Manitoba",,12.2
2024,"Men+, 65 years and over","Winnipeg, Manitoba",,12.0
2024,Women+,"Winnipeg, Manitoba",,15.5
2024,"Women+, under 18 years","Winnipeg, Manitoba",,20.9
2024,"Women+, 18 to 64 years","Winnipeg, Manitoba",,14.4
2024,"Women+, 65 years and over","Winnipeg, Manitoba",,14.0
2024,All persons,"Calgary, Alberta",,10.8
2024,Persons under 18 years,"Calgary, Alberta",,12.6
2024,Persons 18 to 64 years,"Calgary, Alberta",,10.8
2024,Persons 65 years and over,"Calgary, Alberta",,8.7
2024,Men+,"Calgary, Alberta",,11.1
2024,"Men+, under 18 years","Calgary, Alberta",,13.5
2024,"Men+, 18 to 64 years","Calgary, Alberta",,11.2
2024,"Men+, 65 years and over","Calgary, Alberta",,7.7
