Year,Âge au décès,Sexe,Causes of death,Value
2015,40 à 44 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,0.6
2015,40 à 44 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2015,40 à 44 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.1
2015,40 à 44 ans,Hommes,Tumeurs malignes,24.8
2015,40 à 44 ans,Hommes,Diabète sucré,4.1
2015,40 à 44 ans,Hommes,Maladies du coeur,19.2
2015,40 à 44 ans,Hommes,Essential hypertension and hypertensive renal disease,0.2
2015,40 à 44 ans,Hommes,Cerebrovascular diseases,3.6
2015,40 à 44 ans,Hommes,Atherosclerosis,0.1
2015,40 à 44 ans,Hommes,Aortic aneurysm and dissection,1.3
2015,40 à 44 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,0.4
2015,40 à 44 ans,Hommes,Pneumoconioses and chemical effects,0.1
2015,40 à 44 ans,Hommes,Pneumonitis due to solids and liquids,0.0
2015,40 à 44 ans,Femmes,Tumeurs malignes,35.8
2015,40 à 44 ans,Femmes,Diabète sucré,1.5
2015,40 à 44 ans,Femmes,Maladies du coeur,7.5
2015,40 à 44 ans,Femmes,Essential hypertension and hypertensive renal disease,0.1
2015,40 à 44 ans,Femmes,Cerebrovascular diseases,2.7
2015,40 à 44 ans,Femmes,Atherosclerosis,0.1
2015,40 à 44 ans,Femmes,Aortic aneurysm and dissection,0.4
2015,40 à 44 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,0.7
2015,40 à 44 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,40 à 44 ans,Femmes,Pneumonitis due to solids and liquids,0.3
2015,45 à 54 ans,Les deux sexes,Tumeurs malignes,86.9
2015,45 à 54 ans,Les deux sexes,Diabète sucré,6.3
2015,45 à 54 ans,Les deux sexes,Maladies du coeur,35.9
2015,45 à 54 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.5
2015,45 à 54 ans,Les deux sexes,Cerebrovascular diseases,6.4
2015,45 à 54 ans,Les deux sexes,Atherosclerosis,0.1
2015,45 à 54 ans,Les deux sexes,Aortic aneurysm and dissection,1.1
2015,45 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,3.9
2015,45 à 54 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2015,45 à 54 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.4
2015,45 à 54 ans,Hommes,Tumeurs malignes,80.2
2015,45 à 54 ans,Hommes,Diabète sucré,8.4
2015,45 à 54 ans,Hommes,Maladies du coeur,55.0
2015,45 à 54 ans,Hommes,Essential hypertension and hypertensive renal disease,0.8
2015,45 à 54 ans,Hommes,Cerebrovascular diseases,6.8
2015,45 à 54 ans,Hommes,Atherosclerosis,0.2
2015,45 à 54 ans,Hommes,Aortic aneurysm and dissection,2.0
2015,45 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,4.0
2015,45 à 54 ans,Hommes,Pneumoconioses and chemical effects,0.0
2015,45 à 54 ans,Hommes,Pneumonitis due to solids and liquids,0.6
2015,45 à 54 ans,Femmes,Tumeurs malignes,93.6
2015,45 à 54 ans,Femmes,Diabète sucré,4.1
2015,45 à 54 ans,Femmes,Maladies du coeur,16.8
2015,45 à 54 ans,Femmes,Essential hypertension and hypertensive renal disease,0.2
2015,45 à 54 ans,Femmes,Cerebrovascular diseases,5.9
2015,45 à 54 ans,Femmes,Atherosclerosis,0.1
2015,45 à 54 ans,Femmes,Aortic aneurysm and dissection,0.2
2015,45 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,3.9
2015,45 à 54 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,45 à 54 ans,Femmes,Pneumonitis due to solids and liquids,0.3
2015,45 à 49 ans,Les deux sexes,Tumeurs malignes,56.8
2015,45 à 49 ans,Les deux sexes,Diabète sucré,4.6
2015,45 à 49 ans,Les deux sexes,Maladies du coeur,23.8
2015,45 à 49 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.5
2015,45 à 49 ans,Les deux sexes,Cerebrovascular diseases,4.4
2015,45 à 49 ans,Les deux sexes,Atherosclerosis,0.1
2015,45 à 49 ans,Les deux sexes,Aortic aneurysm and dissection,1.2
2015,45 à 49 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,2.1
2015,45 à 49 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2015,45 à 49 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.3
2015,45 à 49 ans,Hommes,Tumeurs malignes,50.7
2015,45 à 49 ans,Hommes,Diabète sucré,5.9
2015,45 à 49 ans,Hommes,Maladies du coeur,37.3
2015,45 à 49 ans,Hommes,Essential hypertension and hypertensive renal disease,0.7
2015,45 à 49 ans,Hommes,Cerebrovascular diseases,4.8
2015,45 à 49 ans,Hommes,Atherosclerosis,0.1
2015,45 à 49 ans,Hommes,Aortic aneurysm and dissection,2.1
2015,45 à 49 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,1.8
2015,45 à 49 ans,Hommes,Pneumoconioses and chemical effects,0.0
2015,45 à 49 ans,Hommes,Pneumonitis due to solids and liquids,0.4
2015,45 à 49 ans,Femmes,Tumeurs malignes,62.9
2015,45 à 49 ans,Femmes,Diabète sucré,3.2
2015,45 à 49 ans,Femmes,Maladies du coeur,10.4
2015,45 à 49 ans,Femmes,Essential hypertension and hypertensive renal disease,0.4
2015,45 à 49 ans,Femmes,Cerebrovascular diseases,4.0
2015,45 à 49 ans,Femmes,Atherosclerosis,0.1
2015,45 à 49 ans,Femmes,Aortic aneurysm and dissection,0.2
2015,45 à 49 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,2.5
2015,45 à 49 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,45 à 49 ans,Femmes,Pneumonitis due to solids and liquids,0.2
2015,50 à 54 ans,Les deux sexes,Tumeurs malignes,113.3
2015,50 à 54 ans,Les deux sexes,Diabète sucré,7.7
2015,50 à 54 ans,Les deux sexes,Maladies du coeur,46.6
2015,50 à 54 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,0.5
2015,50 à 54 ans,Les deux sexes,Cerebrovascular diseases,8.1
2015,50 à 54 ans,Les deux sexes,Atherosclerosis,0.2
2015,50 à 54 ans,Les deux sexes,Aortic aneurysm and dissection,1.1
2015,50 à 54 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,5.5
2015,50 à 54 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2015,50 à 54 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.5
2015,50 à 54 ans,Hommes,Tumeurs malignes,106.1
2015,50 à 54 ans,Hommes,Diabète sucré,10.5
2015,50 à 54 ans,Hommes,Maladies du coeur,70.5
2015,50 à 54 ans,Hommes,Essential hypertension and hypertensive renal disease,0.9
2015,50 à 54 ans,Hommes,Cerebrovascular diseases,8.5
2015,50 à 54 ans,Hommes,Atherosclerosis,0.2
2015,50 à 54 ans,Hommes,Aortic aneurysm and dissection,1.9
2015,50 à 54 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,5.8
2015,50 à 54 ans,Hommes,Pneumoconioses and chemical effects,0.0
2015,50 à 54 ans,Hommes,Pneumonitis due to solids and liquids,0.8
2015,50 à 54 ans,Femmes,Tumeurs malignes,120.6
2015,50 à 54 ans,Femmes,Diabète sucré,4.9
2015,50 à 54 ans,Femmes,Maladies du coeur,22.5
2015,50 à 54 ans,Femmes,Essential hypertension and hypertensive renal disease,0.1
2015,50 à 54 ans,Femmes,Cerebrovascular diseases,7.7
2015,50 à 54 ans,Femmes,Atherosclerosis,0.1
2015,50 à 54 ans,Femmes,Aortic aneurysm and dissection,0.3
2015,50 à 54 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,5.1
2015,50 à 54 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,50 à 54 ans,Femmes,Pneumonitis due to solids and liquids,0.3
2015,55 à 64 ans,Les deux sexes,Tumeurs malignes,273.4
2015,55 à 64 ans,Les deux sexes,Diabète sucré,16.9
2015,55 à 64 ans,Les deux sexes,Maladies du coeur,101.1
2015,55 à 64 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,1.4
2015,55 à 64 ans,Les deux sexes,Cerebrovascular diseases,16.3
2015,55 à 64 ans,Les deux sexes,Atherosclerosis,0.5
2015,55 à 64 ans,Les deux sexes,Aortic aneurysm and dissection,2.6
2015,55 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,19.8
2015,55 à 64 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2015,55 à 64 ans,Les deux sexes,Pneumonitis due to solids and liquids,1.1
2015,55 à 64 ans,Hommes,Tumeurs malignes,287.7
2015,55 à 64 ans,Hommes,Diabète sucré,22.3
2015,55 à 64 ans,Hommes,Maladies du coeur,150.1
2015,55 à 64 ans,Hommes,Essential hypertension and hypertensive renal disease,1.9
2015,55 à 64 ans,Hommes,Cerebrovascular diseases,18.3
2015,55 à 64 ans,Hommes,Atherosclerosis,0.7
2015,55 à 64 ans,Hommes,Aortic aneurysm and dissection,4.2
2015,55 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,22.3
2015,55 à 64 ans,Hommes,Pneumoconioses and chemical effects,0.0
2015,55 à 64 ans,Hommes,Pneumonitis due to solids and liquids,1.3
2015,55 à 64 ans,Femmes,Tumeurs malignes,259.4
2015,55 à 64 ans,Femmes,Diabète sucré,11.6
2015,55 à 64 ans,Femmes,Maladies du coeur,52.7
2015,55 à 64 ans,Femmes,Essential hypertension and hypertensive renal disease,1.0
2015,55 à 64 ans,Femmes,Cerebrovascular diseases,14.3
2015,55 à 64 ans,Femmes,Atherosclerosis,0.2
2015,55 à 64 ans,Femmes,Aortic aneurysm and dissection,1.0
2015,55 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,17.3
2015,55 à 64 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,55 à 64 ans,Femmes,Pneumonitis due to solids and liquids,0.9
2015,55 à 59 ans,Les deux sexes,Tumeurs malignes,209.4
2015,55 à 59 ans,Les deux sexes,Diabète sucré,12.6
2015,55 à 59 ans,Les deux sexes,Maladies du coeur,77.4
2015,55 à 59 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,1.0
2015,55 à 59 ans,Les deux sexes,Cerebrovascular diseases,13.4
2015,55 à 59 ans,Les deux sexes,Atherosclerosis,0.3
2015,55 à 59 ans,Les deux sexes,Aortic aneurysm and dissection,2.0
2015,55 à 59 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,12.7
2015,55 à 59 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2015,55 à 59 ans,Les deux sexes,Pneumonitis due to solids and liquids,0.8
2015,55 à 59 ans,Hommes,Tumeurs malignes,209.8
2015,55 à 59 ans,Hommes,Diabète sucré,16.5
2015,55 à 59 ans,Hommes,Maladies du coeur,118.8
2015,55 à 59 ans,Hommes,Essential hypertension and hypertensive renal disease,1.3
2015,55 à 59 ans,Hommes,Cerebrovascular diseases,14.6
2015,55 à 59 ans,Hommes,Atherosclerosis,0.5
2015,55 à 59 ans,Hommes,Aortic aneurysm and dissection,3.2
2015,55 à 59 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,13.7
2015,55 à 59 ans,Hommes,Pneumoconioses and chemical effects,0.0
2015,55 à 59 ans,Hommes,Pneumonitis due to solids and liquids,1.1
2015,55 à 59 ans,Femmes,Tumeurs malignes,209.0
2015,55 à 59 ans,Femmes,Diabète sucré,8.7
2015,55 à 59 ans,Femmes,Maladies du coeur,36.1
2015,55 à 59 ans,Femmes,Essential hypertension and hypertensive renal disease,0.6
2015,55 à 59 ans,Femmes,Cerebrovascular diseases,12.1
2015,55 à 59 ans,Femmes,Atherosclerosis,0.1
2015,55 à 59 ans,Femmes,Aortic aneurysm and dissection,0.8
2015,55 à 59 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,11.7
2015,55 à 59 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,55 à 59 ans,Femmes,Pneumonitis due to solids and liquids,0.6
2015,60 à 64 ans,Les deux sexes,Tumeurs malignes,348.1
2015,60 à 64 ans,Les deux sexes,Diabète sucré,21.9
2015,60 à 64 ans,Les deux sexes,Maladies du coeur,128.7
2015,60 à 64 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,2.0
2015,60 à 64 ans,Les deux sexes,Cerebrovascular diseases,19.7
2015,60 à 64 ans,Les deux sexes,Atherosclerosis,0.7
2015,60 à 64 ans,Les deux sexes,Aortic aneurysm and dissection,3.3
2015,60 à 64 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,28.0
2015,60 à 64 ans,Les deux sexes,Pneumoconioses and chemical effects,0.0
2015,60 à 64 ans,Les deux sexes,Pneumonitis due to solids and liquids,1.4
2015,60 à 64 ans,Hommes,Tumeurs malignes,379.4
2015,60 à 64 ans,Hommes,Diabète sucré,29.1
2015,60 à 64 ans,Hommes,Maladies du coeur,187.0
2015,60 à 64 ans,Hommes,Essential hypertension and hypertensive renal disease,2.5
2015,60 à 64 ans,Hommes,Cerebrovascular diseases,22.6
2015,60 à 64 ans,Hommes,Atherosclerosis,0.9
2015,60 à 64 ans,Hommes,Aortic aneurysm and dissection,5.4
2015,60 à 64 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,32.3
2015,60 à 64 ans,Hommes,Pneumoconioses and chemical effects,0.1
2015,60 à 64 ans,Hommes,Pneumonitis due to solids and liquids,1.5
2015,60 à 64 ans,Femmes,Tumeurs malignes,317.5
2015,60 à 64 ans,Femmes,Diabète sucré,14.9
2015,60 à 64 ans,Femmes,Maladies du coeur,71.8
2015,60 à 64 ans,Femmes,Essential hypertension and hypertensive renal disease,1.4
2015,60 à 64 ans,Femmes,Cerebrovascular diseases,16.9
2015,60 à 64 ans,Femmes,Atherosclerosis,0.4
2015,60 à 64 ans,Femmes,Aortic aneurysm and dissection,1.2
2015,60 à 64 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,23.7
2015,60 à 64 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,60 à 64 ans,Femmes,Pneumonitis due to solids and liquids,1.3
2015,65 à 74 ans,Les deux sexes,Tumeurs malignes,622.8
2015,65 à 74 ans,Les deux sexes,Diabète sucré,47.3
2015,65 à 74 ans,Les deux sexes,Maladies du coeur,244.7
2015,65 à 74 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,3.9
2015,65 à 74 ans,Les deux sexes,Cerebrovascular diseases,52.9
2015,65 à 74 ans,Les deux sexes,Atherosclerosis,2.2
2015,65 à 74 ans,Les deux sexes,Aortic aneurysm and dissection,8.0
2015,65 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,78.6
2015,65 à 74 ans,Les deux sexes,Pneumoconioses and chemical effects,0.7
2015,65 à 74 ans,Les deux sexes,Pneumonitis due to solids and liquids,3.5
2015,65 à 74 ans,Hommes,Tumeurs malignes,712.6
2015,65 à 74 ans,Hommes,Diabète sucré,63.7
2015,65 à 74 ans,Hommes,Maladies du coeur,342.5
2015,65 à 74 ans,Hommes,Essential hypertension and hypertensive renal disease,4.0
2015,65 à 74 ans,Hommes,Cerebrovascular diseases,59.6
2015,65 à 74 ans,Hommes,Atherosclerosis,3.0
2015,65 à 74 ans,Hommes,Aortic aneurysm and dissection,11.1
2015,65 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,84.7
2015,65 à 74 ans,Hommes,Pneumoconioses and chemical effects,1.5
2015,65 à 74 ans,Hommes,Pneumonitis due to solids and liquids,4.6
2015,65 à 74 ans,Femmes,Tumeurs malignes,539.0
2015,65 à 74 ans,Femmes,Diabète sucré,32.0
2015,65 à 74 ans,Femmes,Maladies du coeur,153.3
2015,65 à 74 ans,Femmes,Essential hypertension and hypertensive renal disease,3.8
2015,65 à 74 ans,Femmes,Cerebrovascular diseases,46.6
2015,65 à 74 ans,Femmes,Atherosclerosis,1.5
2015,65 à 74 ans,Femmes,Aortic aneurysm and dissection,5.1
2015,65 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,72.8
2015,65 à 74 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,65 à 74 ans,Femmes,Pneumonitis due to solids and liquids,2.4
2015,65 à 69 ans,Les deux sexes,Tumeurs malignes,511.4
2015,65 à 69 ans,Les deux sexes,Diabète sucré,40.0
2015,65 à 69 ans,Les deux sexes,Maladies du coeur,195.3
2015,65 à 69 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,2.8
2015,65 à 69 ans,Les deux sexes,Cerebrovascular diseases,37.2
2015,65 à 69 ans,Les deux sexes,Atherosclerosis,1.6
2015,65 à 69 ans,Les deux sexes,Aortic aneurysm and dissection,5.6
2015,65 à 69 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,56.6
2015,65 à 69 ans,Les deux sexes,Pneumoconioses and chemical effects,0.3
2015,65 à 69 ans,Les deux sexes,Pneumonitis due to solids and liquids,2.4
2015,65 à 69 ans,Hommes,Tumeurs malignes,579.4
2015,65 à 69 ans,Hommes,Diabète sucré,52.8
2015,65 à 69 ans,Hommes,Maladies du coeur,280.6
2015,65 à 69 ans,Hommes,Essential hypertension and hypertensive renal disease,2.9
2015,65 à 69 ans,Hommes,Cerebrovascular diseases,41.0
2015,65 à 69 ans,Hommes,Atherosclerosis,2.1
2015,65 à 69 ans,Hommes,Aortic aneurysm and dissection,7.8
2015,65 à 69 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,60.6
2015,65 à 69 ans,Hommes,Pneumoconioses and chemical effects,0.6
2015,65 à 69 ans,Hommes,Pneumonitis due to solids and liquids,3.3
2015,65 à 69 ans,Femmes,Tumeurs malignes,446.6
2015,65 à 69 ans,Femmes,Diabète sucré,27.8
2015,65 à 69 ans,Femmes,Maladies du coeur,114.1
2015,65 à 69 ans,Femmes,Essential hypertension and hypertensive renal disease,2.7
2015,65 à 69 ans,Femmes,Cerebrovascular diseases,33.6
2015,65 à 69 ans,Femmes,Atherosclerosis,1.0
2015,65 à 69 ans,Femmes,Aortic aneurysm and dissection,3.5
2015,65 à 69 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,52.8
2015,65 à 69 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,65 à 69 ans,Femmes,Pneumonitis due to solids and liquids,1.4
2015,70 à 74 ans,Les deux sexes,Tumeurs malignes,778.0
2015,70 à 74 ans,Les deux sexes,Diabète sucré,57.4
2015,70 à 74 ans,Les deux sexes,Maladies du coeur,313.4
2015,70 à 74 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,5.5
2015,70 à 74 ans,Les deux sexes,Cerebrovascular diseases,74.7
2015,70 à 74 ans,Les deux sexes,Atherosclerosis,3.1
2015,70 à 74 ans,Les deux sexes,Aortic aneurysm and dissection,11.3
2015,70 à 74 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,109.1
2015,70 à 74 ans,Les deux sexes,Pneumoconioses and chemical effects,1.2
2015,70 à 74 ans,Les deux sexes,Pneumonitis due to solids and liquids,5.0
2015,70 à 74 ans,Hommes,Tumeurs malignes,902.8
2015,70 à 74 ans,Hommes,Diabète sucré,79.2
2015,70 à 74 ans,Hommes,Maladies du coeur,431.0
2015,70 à 74 ans,Hommes,Essential hypertension and hypertensive renal disease,5.7
2015,70 à 74 ans,Hommes,Cerebrovascular diseases,86.3
2015,70 à 74 ans,Hommes,Atherosclerosis,4.1
2015,70 à 74 ans,Hommes,Aortic aneurysm and dissection,15.8
2015,70 à 74 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,119.2
2015,70 à 74 ans,Hommes,Pneumoconioses and chemical effects,2.6
2015,70 à 74 ans,Hommes,Pneumonitis due to solids and liquids,6.4
2015,70 à 74 ans,Femmes,Tumeurs malignes,664.7
2015,70 à 74 ans,Femmes,Diabète sucré,37.7
2015,70 à 74 ans,Femmes,Maladies du coeur,206.7
2015,70 à 74 ans,Femmes,Essential hypertension and hypertensive renal disease,5.3
2015,70 à 74 ans,Femmes,Cerebrovascular diseases,64.2
2015,70 à 74 ans,Femmes,Atherosclerosis,2.1
2015,70 à 74 ans,Femmes,Aortic aneurysm and dissection,7.2
2015,70 à 74 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,100.0
2015,70 à 74 ans,Femmes,Pneumoconioses and chemical effects,0.0
2015,70 à 74 ans,Femmes,Pneumonitis due to solids and liquids,3.8
2015,75 à 84 ans,Les deux sexes,Tumeurs malignes,1254.0
2015,75 à 84 ans,Les deux sexes,Diabète sucré,119.0
2015,75 à 84 ans,Les deux sexes,Maladies du coeur,750.6
2015,75 à 84 ans,Les deux sexes,Essential hypertension and hypertensive renal disease,20.7
2015,75 à 84 ans,Les deux sexes,Cerebrovascular diseases,226.5
2015,75 à 84 ans,Les deux sexes,Atherosclerosis,7.5
2015,75 à 84 ans,Les deux sexes,Aortic aneurysm and dissection,27.9
2015,75 à 84 ans,Les deux sexes,Maladies chroniques des voies respiratoires inférieures,240.9
2015,75 à 84 ans,Les deux sexes,Pneumoconioses and chemical effects,2.4
2015,75 à 84 ans,Les deux sexes,Pneumonitis due to solids and liquids,18.0
2015,75 à 84 ans,Hommes,Tumeurs malignes,1546.7
2015,75 à 84 ans,Hommes,Diabète sucré,147.7
2015,75 à 84 ans,Hommes,Maladies du coeur,962.9
2015,75 à 84 ans,Hommes,Essential hypertension and hypertensive renal disease,22.9
2015,75 à 84 ans,Hommes,Cerebrovascular diseases,244.2
2015,75 à 84 ans,Hommes,Atherosclerosis,8.6
2015,75 à 84 ans,Hommes,Aortic aneurysm and dissection,33.9
2015,75 à 84 ans,Hommes,Maladies chroniques des voies respiratoires inférieures,274.4
2015,75 à 84 ans,Hommes,Pneumoconioses and chemical effects,5.4
2015,75 à 84 ans,Hommes,Pneumonitis due to solids and liquids,24.7
2015,75 à 84 ans,Femmes,Tumeurs malignes,1018.9
2015,75 à 84 ans,Femmes,Diabète sucré,95.9
2015,75 à 84 ans,Femmes,Maladies du coeur,580.1
2015,75 à 84 ans,Femmes,Essential hypertension and hypertensive renal disease,18.9
2015,75 à 84 ans,Femmes,Cerebrovascular diseases,212.3
2015,75 à 84 ans,Femmes,Atherosclerosis,6.6
2015,75 à 84 ans,Femmes,Aortic aneurysm and dissection,23.1
2015,75 à 84 ans,Femmes,Maladies chroniques des voies respiratoires inférieures,214.0
