Year,Niveau de sécurité alimentaire du ménage,Géographie,Genre,Groupe d'âge,Type de famille économique,Minorité visible,Population autochtone,GeoCode,Value
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples de personnes âgées,,,10,4.0
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes âgées,,,10,93.3
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,79.8
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,20.2
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,8.2
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,12.1
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,8.0
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles non âgées,,,10,4.0
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,88.7
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,11.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,8.2
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les couples,,,10,5.1
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,80.5
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,19.5
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,10.8
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,8.7
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,10,5.7
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,88.9
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,10,11.1
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,53.3
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,46.7
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,37.0
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les familles monoparentales,,,10,25.8
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Personnes dans les familles monoparentales où le parent est un homme+,,,10,58.3
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,52.5
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,47.5
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,36.2
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,10,23.1
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,70.4
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,29.6
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,10.7
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,18.9
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes dans les autres familles de personnes non âgées,,,10,10.6
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,77.1
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,22.9
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,4.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,18.6
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,11.7
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes hors famille économique,,,10,6.9
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,83.0
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,17.0
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,4.7
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,12.3
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes âgées hors famille économique,,,10,9.7
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Hommes+ âgés hors famille économique,,,10,77.6
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Hommes+ âgés hors famille économique,,,10,22.4
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Man+,,Hommes+ âgés hors famille économique,,,10,14.4
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Femmes+ âgées hors famille économique,,,10,86.0
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Femmes+ âgées hors famille économique,,,10,14.0
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Woman+,,Femmes+ âgées hors famille économique,,,10,11.1
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Woman+,,Femmes+ âgées hors famille économique,,,10,8.0
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,74.0
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,26.0
2018,Insécurité alimentaire marginale,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,4.1
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,21.9
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,12.8
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Both genders,,Personnes non âgées hors famille économique,,,10,9.2
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Hommes+ non âgés hors famille économique,,,10,77.7
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Man+,,Hommes+ non âgés hors famille économique,,,10,22.3
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Man+,,Hommes+ non âgés hors famille économique,,,10,18.8
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Man+,,Hommes+ non âgés hors famille économique,,,10,11.5
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Man+,,Hommes+ non âgés hors famille économique,,,10,7.3
2018,Sécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Femmes+ non âgées hors famille économique,,,10,68.5
2018,Insécurité alimentaire,Terre-Neuve-et-Labrador,Woman+,,Femmes+ non âgées hors famille économique,,,10,31.5
2018,Insécurité alimentaire modérée ou grave,Terre-Neuve-et-Labrador,Woman+,,Femmes+ non âgées hors famille économique,,,10,26.6
2018,Insécurité alimentaire modérée,Terre-Neuve-et-Labrador,Woman+,,Femmes+ non âgées hors famille économique,,,10,14.6
2018,Insécurité alimentaire grave,Terre-Neuve-et-Labrador,Woman+,,Femmes+ non âgées hors famille économique,,,10,12.0
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Toutes les personnes,,,11,83.2
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Toutes les personnes,,,11,16.8
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Both genders,,Toutes les personnes,,,11,4.8
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Toutes les personnes,,,11,12.0
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Both genders,,Toutes les personnes,,,11,7.2
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Both genders,,Toutes les personnes,,,11,4.8
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles économiques,,,11,84.1
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles économiques,,,11,15.9
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles économiques,,,11,4.6
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles économiques,,,11,11.3
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles économiques,,,11,7.4
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles économiques,,,11,3.9
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Persons in senior families,,,11,93.1
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les couples de personnes âgées,,,11,97.7
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les autres familles de personnes âgées,,,11,82.9
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles non âgées,,,11,82.3
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles non âgées,,,11,17.7
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles non âgées,,,11,4.9
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles non âgées,,,11,12.8
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles non âgées,,,11,8.5
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles non âgées,,,11,4.3
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les couples,,,11,86.9
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les couples,,,11,13.1
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les couples,,,11,11.4
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les couples,,,11,4.2
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,11,83.1
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,11,16.9
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,11,5.1
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,11,11.8
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles comptant un couple avec des enfants,,,11,7.6
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles comptant un couple avec d'autres personnes apparentées,,,11,93.8
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles monoparentales,,,11,45.4
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles monoparentales,,,11,54.6
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les familles monoparentales,,,11,35.0
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,11,43.8
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,11,56.2
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Woman+,,Personnes dans les familles monoparentales où le parent est une femme+,,,11,33.1
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les autres familles de personnes non âgées,,,11,74.6
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes dans les autres familles de personnes non âgées,,,11,25.4
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Personnes dans les autres familles de personnes non âgées,,,11,18.4
2018,Sécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes hors famille économique,,,11,78.5
2018,Insécurité alimentaire,Île-du-Prince-Édouard,Both genders,,Personnes hors famille économique,,,11,21.5
2018,Insécurité alimentaire marginale,Île-du-Prince-Édouard,Both genders,,Personnes hors famille économique,,,11,6.0
2018,Insécurité alimentaire modérée ou grave,Île-du-Prince-Édouard,Both genders,,Personnes hors famille économique,,,11,15.5
2018,Insécurité alimentaire modérée,Île-du-Prince-Édouard,Both genders,,Personnes hors famille économique,,,11,6.1
2018,Insécurité alimentaire grave,Île-du-Prince-Édouard,Both genders,,Personnes hors famille économique,,,11,9.3
